time_s,thrust_N,chamber_pressure_bar,tank_pressure_bar
0.6848,435.442,25.834,43.456
0.6948,435.608,25.776,43.359
0.7048,436.021,25.584,43.219
0.7148,434.542,25.611,43.029
0.7248,432.413,25.590,42.832
0.7348,431.507,25.680,42.625
0.7448,431.407,25.615,42.410
0.7548,431.019,25.654,42.237
0.7648,430.921,25.532,42.126
0.7748,430.457,25.474,42.047
0.7848,429.347,25.268,42.006
0.7948,427.733,25.080,42.002
0.8048,425.828,25.135,42.027
0.8148,424.240,25.067,42.060
0.8248,424.243,24.829,42.095
0.8348,422.455,24.973,42.120
0.8448,419.105,24.929,42.126
0.8548,417.970,24.539,42.119
0.8648,415.370,24.209,42.094
0.8748,409.445,24.083,42.055
0.8848,404.761,23.634,42.008
0.8948,401.771,23.409,41.964
0.9048,397.250,23.385,41.913
0.9148,394.236,23.424,41.864
0.9248,393.786,23.373,41.811
0.9348,393.823,23.315,41.754
0.9448,393.556,23.351,41.694
0.9548,393.120,23.556,41.638
0.9648,393.404,23.674,41.580
0.9748,395.491,23.743,41.528
0.9848,397.546,24.048,41.477
0.9948,399.422,24.039,41.426
1.0048,402.331,23.710,41.378
1.0148,401.948,23.450,41.335
1.0248,398.020,23.335,41.293
1.0348,394.147,23.286,41.258
1.0448,391.192,23.441,41.231
1.0548,388.933,23.550,41.205
1.0648,389.485,23.815,41.184
1.0748,390.803,24.077,41.167
1.0848,393.926,23.926,41.149
1.0948,396.912,23.930,41.131
1.1048,397.404,24.086,41.115
1.1148,398.756,23.963,41.099
1.1248,401.388,24.064,41.084
1.1348,401.095,24.143,41.073
1.1448,401.661,23.981,41.067
1.1548,401.890,24.179,41.066
1.1648,400.380,24.234,41.072
1.1748,400.260,23.917,41.088
1.1848,400.459,23.895,41.103
1.1948,397.777,24.240,41.121
1.2048,397.121,23.993,41.139
1.2148,399.347,24.222,41.156
1.2248,400.211,24.482,41.176
1.2348,402.540,24.463,41.202
1.2448,406.080,24.367,41.229
1.2548,407.231,24.648,41.257
1.2648,407.931,24.516,41.285
1.2748,409.205,24.614,41.314
1.2848,408.483,24.890,41.342
1.2948,409.355,24.829,41.372
1.3048,411.801,24.810,41.401
1.3148,411.901,25.048,41.437
1.3248,412.911,24.793,41.470
1.3348,415.130,24.747,41.503
1.3448,413.548,25.056,41.540
1.3548,413.253,25.067,41.583
1.3648,415.561,25.141,41.626
1.3748,416.528,25.290,41.672
1.3848,417.015,25.461,41.718
1.3948,419.618,25.454,41.761
1.4048,422.636,25.362,41.805
1.4148,423.882,25.193,41.851
1.4248,423.470,25.496,41.890
1.4348,423.828,25.503,41.932
1.4448,425.878,25.257,41.974
1.4548,425.772,25.623,42.011
1.4648,424.195,25.660,42.046
1.4748,425.112,25.669,42.088
1.4848,426.025,25.767,42.128
1.4948,427.360,26.028,42.172
1.5048,429.629,26.078,42.211
1.5148,433.667,26.058,42.253
1.5248,436.352,26.212,42.297
1.5348,436.855,26.077,42.335
1.5448,436.610,25.957,42.367
1.5548,434.955,25.970,42.404
1.5648,433.165,26.182,42.437
1.5748,433.540,26.258,42.458
1.5848,435.671,26.269,42.484
1.5948,436.382,26.439,42.515
1.6048,437.706,26.503,42.542
1.6148,439.614,26.487,42.571
1.6248,440.181,26.462,42.607
1.6348,439.933,26.561,42.635
1.6448,440.706,26.652,42.661
1.6548,441.122,26.631,42.687
1.6648,441.158,26.487,42.709
1.6748,440.159,26.523,42.730
1.6848,439.139,26.634,42.759
1.6948,439.399,26.817,42.783
1.7048,441.900,26.602,42.803
1.7148,443.096,26.936,42.828
1.7248,443.932,26.958,42.847
1.7348,446.612,26.977,42.864
1.7448,448.656,26.985,42.882
1.7548,447.452,27.118,42.904
1.7648,447.629,27.024,42.929
1.7748,447.185,27.050,42.952
1.7848,446.624,26.994,42.971
1.7948,444.868,26.967,42.999
1.8048,444.036,26.775,43.021
1.8148,442.874,26.817,43.032
1.8248,443.595,26.778,43.051
1.8348,444.580,26.909,43.066
1.8448,446.256,26.825,43.075
1.8548,447.994,27.154,43.092
1.8648,449.869,27.290,43.108
1.8748,450.870,27.199,43.121
1.8848,450.549,27.157,43.139
1.8948,449.327,27.174,43.155
1.9048,449.217,27.166,43.168
1.9148,449.025,27.069,43.185
1.9248,448.984,27.241,43.202
1.9348,449.488,27.108,43.217
1.9448,449.871,27.191,43.230
1.9548,449.505,27.206,43.239
1.9648,449.619,27.390,43.249
1.9748,451.250,27.131,43.261
1.9848,451.521,27.379,43.271
1.9948,451.145,27.267,43.281
2.0048,450.097,27.289,43.290
2.0148,449.874,27.019,43.293
2.0248,448.446,27.294,43.294
2.0348,448.136,27.271,43.297
2.0448,449.555,27.367,43.298
2.0548,451.926,27.447,43.302
2.0648,453.593,27.429,43.305
2.0748,453.694,27.396,43.311
2.0848,453.716,27.420,43.315
2.0948,453.905,27.421,43.322
2.1048,454.150,27.370,43.324
2.1147,453.757,27.336,43.328
2.1248,453.552,27.392,43.327
2.1348,453.988,27.370,43.327
2.1448,454.359,27.347,43.317
2.1548,454.139,27.260,43.313
2.1648,454.127,27.353,43.306
2.1748,454.160,27.289,43.295
2.1848,453.997,27.200,43.285
2.1947,453.648,27.207,43.281
2.2048,452.995,27.138,43.278
2.2148,453.343,27.204,43.268
2.2248,454.368,27.100,43.259
2.2348,454.647,27.042,43.245
2.2448,454.543,27.124,43.230
2.2548,454.663,27.203,43.212
2.2648,454.276,27.235,43.197
2.2748,453.939,27.358,43.183
2.2848,453.607,27.490,43.169
2.2948,453.757,27.435,43.155
2.3048,454.206,27.457,43.137
2.3148,454.241,27.398,43.123
2.3248,453.879,27.415,43.115
2.3348,454.021,27.351,43.104
2.3448,454.149,27.342,43.092
2.3548,453.433,27.203,43.082
2.3647,452.332,27.272,43.071
2.3748,452.198,27.221,43.052
2.3848,452.128,27.139,43.039
2.3948,451.637,27.099,43.028
2.4048,451.463,27.158,43.013
2.4148,452.226,27.092,42.997
2.4248,453.079,27.019,42.982
2.4348,453.219,27.053,42.970
2.4447,453.132,27.058,42.950
2.4548,453.269,27.054,42.937
2.4648,453.294,27.094,42.922
2.4748,452.819,27.105,42.912
2.4848,452.628,27.073,42.895
2.4948,452.712,27.021,42.884
2.5048,452.947,26.956,42.867
2.5148,453.276,26.823,42.860
2.5248,453.341,26.780,42.847
2.5348,453.146,26.756,42.835
2.5448,452.868,26.806,42.822
2.5548,452.331,26.777,42.811
2.5648,451.748,26.806,42.790
2.5748,451.467,26.801,42.773
2.5848,451.556,26.803,42.755
2.5948,451.757,26.665,42.739
2.6048,451.441,26.631,42.723
2.6147,450.480,26.623,42.715
2.6248,449.451,26.629,42.700
2.6348,448.923,26.542,42.691
2.6448,448.205,26.578,42.680
2.6548,448.077,26.588,42.667
2.6648,448.750,26.540,42.651
2.6748,449.376,26.472,42.639
2.6848,449.319,26.470,42.620
2.6947,449.423,26.419,42.605
2.7048,449.408,26.386,42.594
2.7148,449.030,26.394,42.579
2.7248,448.655,26.364,42.565
2.7348,448.587,26.349,42.557
2.7448,448.590,26.355,42.547
2.7548,448.671,26.312,42.534
2.7648,449.005,26.308,42.523
2.7748,449.151,26.345,42.511
2.7848,448.926,26.374,42.498
2.7948,448.451,26.355,42.482
2.8048,447.602,26.347,42.469
2.8148,446.893,26.311,42.456
2.8248,446.516,26.233,42.447
2.8348,446.394,26.179,42.434
2.8448,446.407,26.145,42.421
2.8548,446.630,26.136,42.409
2.8647,446.748,26.168,42.395
2.8748,446.825,26.183,42.378
2.8848,447.071,26.196,42.361
2.8948,447.288,26.220,42.349
2.9048,447.415,26.185,42.334
2.9148,447.355,26.067,42.324
2.9248,446.896,26.020,42.316
2.9348,446.113,25.960,42.309
2.9447,445.450,25.946,42.297
2.9548,445.006,25.967,42.287
2.9648,444.911,25.992,42.278
2.9748,445.274,25.962,42.261
2.9848,445.410,25.944,42.247
2.9948,445.196,25.912,42.237
3.0048,444.971,25.888,42.222
3.0148,444.673,25.885,42.202
3.0248,444.278,25.899,42.192
3.0348,444.121,25.923,42.182
3.0448,444.332,25.879,42.168
3.0548,444.508,25.875,42.155
3.0648,444.549,25.861,42.149
3.0748,444.643,25.835,42.132
3.0848,444.614,25.769,42.122
3.0948,444.284,25.812,42.111
3.1048,444.145,25.789,42.100
3.1147,444.204,25.745,42.083
3.1248,443.818,25.770,42.080
3.1348,443.510,25.779,42.069
3.1448,443.601,25.726,42.056
3.1548,443.503,25.629,42.045
3.1648,443.020,25.531,42.034
3.1748,442.039,25.438,42.019
3.1848,440.826,25.395,42.005
3.1947,439.687,25.393,41.989
3.2047,438.958,25.451,41.979
3.2147,438.752,25.564,41.967
3.2248,439.443,25.585,41.949
3.2348,440.739,25.591,41.931
3.2448,441.592,25.524,41.921
3.2548,441.394,25.454,41.905
3.2648,440.617,25.389,41.893
3.2748,439.681,25.298,41.882
3.2848,438.484,25.174,41.869
3.2948,436.996,25.088,41.860
3.3047,435.852,25.003,41.848
3.3148,434.973,24.875,41.835
3.3248,433.895,24.794,41.822
3.3348,432.503,24.737,41.813
3.3448,431.342,24.625,41.799
3.3548,430.260,24.554,41.789
3.3647,429.034,24.489,41.779
3.3748,427.657,24.463,41.766
3.3848,426.391,24.483,41.754
3.3948,425.433,24.597,41.738
3.4047,425.276,24.650,41.729
3.4148,425.659,24.610,41.720
3.4248,425.750,24.504,41.707
3.4348,425.088,24.351,41.695
3.4448,423.902,24.140,41.683
3.4547,421.790,23.920,41.670
3.4647,418.986,23.861,41.652
3.4748,416.584,23.843,41.643
3.4848,415.196,23.840,41.632
3.4948,414.268,23.900,41.618
3.5048,413.799,23.938,41.608
3.5148,414.076,23.917,41.602
3.5248,414.498,23.896,41.588
3.5348,414.714,23.847,41.572
3.5448,414.473,23.725,41.560
3.5547,414.021,23.673,41.543
3.5648,413.159,23.661,41.523
3.5748,412.367,23.629,41.511
3.5848,411.879,23.618,41.503
3.5948,411.542,23.660,41.496
3.6048,411.239,23.702,41.487
3.6147,411.207,23.653,41.476
3.6248,411.355,23.631,41.464
3.6348,411.120,23.683,41.453
3.6448,410.963,23.698,41.438
3.6547,411.177,23.688,41.423
3.6648,411.444,23.685,41.406
3.6748,411.292,23.674,41.398
3.6848,410.665,23.619,41.381
3.6948,409.839,23.558,41.369
3.7047,408.891,23.460,41.356
3.7147,407.662,23.405,41.348
3.7248,406.324,23.392,41.334
3.7348,405.470,23.404,41.319
3.7448,405.129,23.388,41.306
3.7548,405.107,23.415,41.294
3.7648,405.063,23.483,41.278
3.7748,405.207,23.543,41.262
3.7848,405.744,23.515,41.254
3.7948,406.308,23.518,41.247
3.8047,406.449,23.523,41.236
3.8148,406.444,23.464,41.226
3.8248,406.461,23.426,41.216
3.8348,406.262,23.419,41.206
3.8448,406.051,23.392,41.190
3.8548,405.893,23.349,41.177
3.8647,405.490,23.342,41.165
3.8748,404.973,23.304,41.156
3.8848,404.568,23.274,41.143
3.8948,403.995,23.305,41.129
3.9047,403.433,23.341,41.114
3.9148,403.437,23.351,41.103
3.9248,403.703,23.378,41.087
3.9348,403.907,23.405,41.073
3.9448,404.153,23.385,41.059
3.9547,404.362,23.341,41.051
3.9647,404.330,23.358,41.038
3.9748,404.104,23.334,41.024
3.9848,403.996,23.349,41.014
3.9948,404.126,23.332,41.005
4.0047,404.500,23.338,40.987
4.0148,404.583,23.336,40.975
4.0248,404.472,23.343,40.964
4.0348,404.344,23.318,40.946
4.0448,404.211,23.324,40.932
4.0548,403.887,23.347,40.924
4.0648,403.848,23.338,40.910
4.0747,404.061,23.324,40.895
4.0848,404.178,23.325,40.883
4.0948,404.070,23.323,40.871
4.1048,404.022,23.266,40.855
4.1147,403.895,23.265,40.840
4.1248,403.652,23.286,40.825
4.1348,403.515,23.281,40.807
4.1448,403.524,23.259,40.788
4.1547,403.441,23.307,40.777
4.1647,403.374,23.286,40.768
4.1748,403.372,23.271,40.757
4.1848,403.251,23.268,40.751
4.1948,403.074,23.287,40.739
4.2047,403.022,23.292,40.730
4.2148,403.177,23.293,40.716
4.2248,403.521,23.272,40.707
4.2348,403.912,23.235,40.689
4.2448,404.037,23.201,40.675
4.2547,403.795,23.166,40.663
4.2648,403.365,23.165,40.652
4.2748,402.964,23.162,40.635
4.2848,402.816,23.179,40.630
4.2948,402.941,23.201,40.626
4.3048,403.200,23.200,40.609
4.3148,403.426,23.167,40.595
4.3247,403.471,23.174,40.584
4.3348,403.252,23.156,40.567
4.3448,403.027,23.114,40.553
4.3548,402.863,23.112,40.544
4.3647,402.697,23.130,40.536
4.3748,402.690,23.137,40.523
4.3848,402.775,23.136,40.511
4.3948,402.830,23.138,40.498
4.4047,402.772,23.136,40.483
4.4147,402.565,23.134,40.465
4.4248,402.407,23.098,40.454
4.4348,402.299,23.069,40.445
4.4448,402.115,23.074,40.432
4.4547,402.032,23.057,40.418
4.4648,402.224,23.048,40.410
4.4748,402.299,23.039,40.393
4.4848,402.194,23.058,40.383
4.4948,402.060,23.071,40.370
4.5047,402.036,23.065,40.359
4.5148,402.009,23.068,40.345
4.5248,401.962,23.073,40.336
4.5348,402.022,23.058,40.319
4.5448,402.163,23.051,40.308
4.5548,402.148,23.051,40.294
4.5648,402.046,23.039,40.276
4.5747,401.942,23.030,40.262
4.5848,401.775,23.030,40.249
4.5948,401.595,22.998,40.240
4.6048,401.513,22.979,40.223
4.6147,401.381,22.960,40.217
4.6248,401.179,22.955,40.204
4.6348,401.004,22.942,40.192
4.6448,400.908,22.956,40.176
4.6547,400.881,22.947,40.169
4.6647,401.009,22.916,40.156
4.6748,401.050,22.915,40.151
4.6848,400.939,22.927,40.136
4.6948,400.960,22.889,40.125
4.7047,400.930,22.874,40.109
4.7148,400.659,22.897,40.095
4.7248,400.561,22.899,40.081
4.7348,400.789,22.864,40.070
4.7448,400.878,22.887,40.053
4.7547,400.758,22.890,40.040
4.7648,400.794,22.870,40.028
4.7748,400.847,22.840,40.010
4.7848,400.707,22.846,39.995
4.7948,400.410,22.809,39.983
4.8048,400.331,22.796,39.973
4.8148,400.200,22.798,39.962
4.8247,399.954,22.764,39.955
4.8348,399.739,22.724,39.945
4.8448,399.536,22.739,39.931
4.8548,399.257,22.736,39.914
4.8647,399.334,22.745,39.899
4.8748,399.455,22.764,39.881
4.8848,399.571,22.768,39.864
4.8948,399.741,22.754,39.853
4.9047,399.831,22.739,39.842
4.9147,399.612,22.705,39.832
4.9248,399.386,22.714,39.816
4.9348,399.181,22.704,39.811
4.9448,399.100,22.680,39.801
4.9547,399.081,22.674,39.785
4.9648,398.989,22.668,39.771
4.9748,399.039,22.639,39.766
4.9848,399.038,22.632,39.749
4.9948,398.924,22.605,39.732
5.0047,398.744,22.630,39.721
5.0148,398.508,22.630,39.709
5.0248,398.228,22.614,39.691
5.0348,398.037,22.615,39.678
5.0448,397.850,22.641,39.665
5.0548,397.808,22.621,39.653
5.0648,397.968,22.605,39.635
5.0747,398.088,22.608,39.620
5.0848,398.163,22.596,39.605
5.0948,398.282,22.583,39.596
5.1048,398.357,22.556,39.583
5.1147,398.305,22.551,39.577
5.1248,398.143,22.549,39.566
5.1348,397.997,22.546,39.555
5.1448,397.928,22.563,39.541
5.1547,397.838,22.551,39.527
5.1647,397.795,22.562,39.510
5.1748,397.796,22.567,39.495
5.1848,397.851,22.592,39.484
5.1948,397.665,22.577,39.471
5.2047,397.280,22.572,39.458
5.2148,396.889,22.533,39.446
5.2248,396.358,22.523,39.432
5.2348,395.763,22.497,39.413
5.2448,395.387,22.474,39.401
5.2547,395.226,22.463,39.389
5.2648,395.026,22.471,39.375
5.2748,394.948,22.480,39.368
5.2848,394.924,22.463,39.358
5.2948,394.909,22.473,39.351
5.3048,394.939,22.485,39.342
5.3148,395.061,22.487,39.330
5.3247,395.302,22.480,39.315
5.3348,395.552,22.469,39.310
5.3448,395.656,22.463,39.290
5.3548,395.613,22.451,39.273
5.3647,395.504,22.444,39.266
5.3748,395.364,22.421,39.259
5.3848,395.183,22.430,39.240
5.3948,394.929,22.427,39.224
5.4047,394.654,22.421,39.214
5.4147,394.367,22.421,39.201
5.4248,394.000,22.414,39.183
5.4348,393.639,22.400,39.172
5.4448,393.422,22.396,39.165
5.4547,393.318,22.391,39.153
5.4648,393.266,22.371,39.135
5.4748,393.222,22.363,39.120
5.4848,393.146,22.355,39.110
5.4948,393.011,22.335,39.100
5.5047,392.859,22.340,39.085
5.5148,392.759,22.364,39.077
5.5248,392.817,22.346,39.066
5.5348,392.894,22.347,39.052
5.5448,392.917,22.346,39.035
5.5548,392.999,22.334,39.024
5.5648,393.112,22.292,39.010
5.5747,393.157,22.291,39.003
5.5848,393.187,22.279,38.994
5.5948,393.238,22.265,38.981
5.6048,393.254,22.252,38.969
5.6147,393.108,22.261,38.958
5.6248,392.839,22.277,38.942
5.6348,392.660,22.267,38.925
5.6448,392.590,22.294,38.910
5.6547,392.492,22.312,38.895
5.6647,392.479,22.316,38.882
5.6748,392.685,22.323,38.871
5.6848,392.816,22.348,38.857
5.6948,392.866,22.326,38.845
5.7047,392.914,22.334,38.833
5.7148,393.048,22.334,38.820
5.7248,393.103,22.337,38.804
5.7348,393.093,22.332,38.793
5.7448,393.123,22.322,38.780
5.7547,393.202,22.294,38.769
5.7648,393.086,22.293,38.756
5.7748,392.858,22.276,38.738
5.7848,392.768,22.268,38.724
5.7948,392.751,22.269,38.718
5.8048,392.716,22.265,38.705
5.8148,392.657,22.234,38.686
5.8247,392.611,22.219,38.682
5.8348,392.519,22.201,38.674
5.8448,392.381,22.206,38.663
5.8548,392.316,22.222,38.655
5.8647,392.480,22.235,38.647
5.8748,392.726,22.231,38.632
5.8848,392.878,22.229,38.619
5.8948,392.891,22.230,38.604
5.9047,392.895,22.217,38.588
5.9147,392.804,22.237,38.584
5.9248,392.646,22.253,38.570
5.9348,392.650,22.239,38.560
5.9448,392.825,22.243,38.550
5.9547,392.802,22.266,38.539
5.9648,392.865,22.257,38.523
5.9748,393.066,22.251,38.515
5.9848,393.055,22.276,38.498
5.9948,392.942,22.278,38.484
6.0047,393.057,22.246,38.473
6.0148,393.032,22.237,38.460
6.0248,392.831,22.222,38.446
6.0348,392.734,22.206,38.435
6.0448,392.663,22.207,38.418
6.0548,392.548,22.195,38.403
6.0648,392.588,22.168,38.390
6.0747,392.614,22.178,38.376
6.0848,392.526,22.163,38.358
6.0948,392.480,22.132,38.345
6.1048,392.445,22.144,38.331
6.1147,392.302,22.164,38.315
6.1248,392.287,22.165,38.298
6.1348,392.390,22.171,38.285
6.1448,392.374,22.168,38.273
6.1547,392.307,22.153,38.253
6.1647,392.254,22.148,38.233
6.1748,392.224,22.166,38.216
6.1848,392.246,22.166,38.196
6.1948,392.400,22.168,38.178
6.2047,392.419,22.169,38.162
6.2148,392.316,22.188,38.144
6.2248,392.134,22.151,38.127
6.2348,391.957,22.134,38.113
6.2448,391.704,22.156,38.094
6.2547,391.511,22.159,38.073
6.2648,391.540,22.119,38.061
6.2748,391.615,22.101,38.048
6.2848,391.538,22.106,38.032
6.2948,391.426,22.089,38.018
6.3048,391.422,22.092,38.006
6.3148,391.329,22.108,37.986
6.3247,391.179,22.122,37.965
6.3348,391.122,22.128,37.949
6.3448,391.197,22.094,37.932
6.3548,391.180,22.069,37.915
6.3647,391.021,22.039,37.905
6.3748,390.900,22.034,37.894
6.3848,390.782,21.994,37.886
6.3948,390.334,22.012,37.878
6.4047,389.783,22.003,37.869
6.4148,389.458,22.013,37.857
6.4248,389.160,22.000,37.844
6.4347,388.889,22.008,37.831
6.4448,388.930,21.994,37.813
6.4547,389.113,21.978,37.806
6.4648,389.131,21.973,37.796
6.4748,388.989,21.978,37.788
6.4848,388.878,21.982,37.780
6.4948,388.777,21.969,37.775
6.5047,388.671,21.972,37.767
6.5148,388.575,21.968,37.759
6.5248,388.616,21.959,37.749
6.5347,388.637,21.970,37.735
6.5448,388.595,21.979,37.724
6.5548,388.630,21.996,37.715
6.5648,388.757,21.977,37.702
6.5747,388.853,21.961,37.693
6.5847,388.880,21.929,37.681
6.5948,388.854,21.929,37.671
6.6048,388.786,21.935,37.655
6.6148,388.800,21.958,37.645
6.6248,388.919,21.972,37.633
6.6347,389.081,21.999,37.621
6.6448,389.278,21.996,37.605
6.6547,389.489,21.966,37.590
6.6648,389.517,21.947,37.576
6.6748,389.411,21.941,37.562
6.6847,389.307,21.935,37.549
6.6948,389.213,21.932,37.536
6.7047,389.177,21.949,37.529
6.7148,389.287,21.949,37.516
6.7248,389.408,21.949,37.506
6.7348,389.484,21.940,37.499
6.7448,389.572,21.942,37.494
6.7547,389.656,21.925,37.480
6.7648,389.500,21.913,37.472
6.7748,389.306,21.891,37.467
6.7847,389.168,21.889,37.462
6.7948,389.041,21.876,37.462
6.8048,388.866,21.878,37.468
6.8148,388.830,21.877,37.473
6.8247,388.837,21.872,37.469
6.8347,388.781,21.858,37.458
6.8448,388.623,21.825,37.445
6.8548,388.323,21.787,37.434
6.8648,387.948,21.779,37.422
6.8748,387.694,21.792,37.412
6.8847,387.639,21.797,37.404
6.8948,387.747,21.827,37.392
6.9047,387.996,21.845,37.378
6.9148,388.347,21.827,37.363
6.9248,388.554,21.821,37.345
6.9347,388.535,21.809,37.332
6.9448,388.442,21.783,37.321
6.9547,388.299,21.765,37.309
6.9648,388.126,21.753,37.302
6.9748,387.946,21.757,37.297
6.9848,387.605,21.743,37.293
6.9948,386.986,21.737,37.290
7.0047,386.194,21.756,37.288
7.0148,385.448,21.769,37.281
7.0248,384.797,21.751,37.271
7.0347,384.393,21.735,37.259
7.0448,384.269,21.730,37.252
7.0548,384.375,21.702,37.238
7.0648,384.408,21.711,37.232
7.0747,384.417,21.722,37.224
7.0847,384.585,21.717,37.218
7.0948,384.727,21.699,37.209
7.1048,384.695,21.693,37.203
7.1148,384.631,21.685,37.192
7.1248,384.596,21.652,37.178
7.1347,384.517,21.638,37.169
7.1448,384.379,21.639,37.154
7.1547,384.189,21.643,37.135
7.1648,384.074,21.642,37.114
7.1748,383.975,21.643,37.099
7.1847,383.849,21.647,37.081
7.1948,383.761,21.639,37.068
7.2047,383.789,21.639,37.060
7.2148,383.660,21.622,37.058
7.2248,383.604,21.596,37.052
7.2348,383.570,21.576,37.042
7.2448,383.206,21.559,37.032
7.2547,382.963,21.531,37.019
7.2648,382.923,21.503,37.003
7.2748,382.692,21.498,36.991
7.2847,382.331,21.491,36.984
7.2948,382.253,21.486,36.973
7.3048,382.137,21.471,36.965
7.3148,381.956,21.471,36.957
7.3247,381.832,21.483,36.949
7.3347,381.768,21.490,36.933
7.3448,381.855,21.501,36.925
7.3548,381.973,21.512,36.917
7.3648,382.131,21.512,36.907
7.3748,382.337,21.493,36.895
7.3847,382.491,21.490,36.890
7.3948,382.548,21.484,36.883
7.4047,382.558,21.486,36.874
7.4148,382.595,21.482,36.864
7.4248,382.646,21.463,36.852
7.4347,382.670,21.445,36.840
7.4448,382.552,21.415,36.827
7.4547,382.420,21.394,36.815
7.4648,382.300,21.384,36.802
7.4748,382.174,21.406,36.794
7.4848,382.094,21.422,36.778
7.4948,382.239,21.429,36.766
7.5047,382.318,21.436,36.750
7.5148,382.264,21.446,36.742
7.5248,382.251,21.442,36.731
7.5347,382.250,21.419,36.727
7.5448,382.152,21.418,36.717
7.5548,382.067,21.420,36.716
7.5648,381.752,21.411,36.715
7.5747,381.249,21.375,36.712
7.5847,380.701,21.367,36.711
7.5948,380.139,21.358,36.713
7.6048,379.616,21.327,36.708
7.6148,379.398,21.301,36.699
7.6248,379.342,21.297,36.699
7.6347,379.325,21.291,36.691
7.6448,379.323,21.285,36.685
7.6547,379.328,21.284,36.687
7.6648,379.304,21.272,36.688
7.6748,379.164,21.267,36.683
7.6847,378.954,21.256,36.685
7.6948,378.807,21.249,36.682
7.7047,378.658,21.258,36.673
7.7148,378.488,21.262,36.668
7.7248,378.476,21.258,36.665
7.7348,378.471,21.258,36.656
7.7448,378.253,21.267,36.651
7.7547,377.827,21.257,36.645
7.7648,377.469,21.262,36.633
7.7748,377.014,21.253,36.615
7.7847,376.573,21.253,36.601
7.7948,376.192,21.234,36.583
7.8048,375.918,21.227,36.564
7.8148,375.655,21.204,36.546
7.8247,375.535,21.196,36.532
7.8347,375.399,21.173,36.514
7.8448,375.341,21.174,36.493
7.8548,375.504,21.172,36.477
7.8648,375.692,21.172,36.463
7.8748,375.785,21.175,36.449
7.8847,375.834,21.177,36.431
7.8948,375.849,21.164,36.416
7.9047,375.787,21.147,36.395
7.9148,375.762,21.152,36.375
7.9248,375.794,21.157,36.350
7.9347,375.817,21.160,36.329
7.9448,375.796,21.152,36.308
7.9547,375.662,21.155,36.287
7.9648,375.483,21.147,36.267
7.9748,375.305,21.143,36.248
7.9848,375.193,21.120,36.228
7.9948,375.033,21.114,36.207
8.0047,374.913,21.107,36.188
8.0148,374.820,21.098,36.173
8.0248,374.675,21.079,36.152
8.0347,374.482,21.105,36.140
8.0448,374.422,21.123,36.127
8.0548,374.524,21.119,36.112
8.0648,374.616,21.108,36.090
8.0747,374.675,21.114,36.070
8.0847,374.708,21.098,36.052
8.0948,374.733,21.080,36.031
8.1047,374.690,21.078,36.013
8.1148,374.632,21.082,35.998
8.1248,374.599,21.087,35.984
8.1348,374.630,21.094,35.966
8.1448,374.707,21.091,35.951
8.1547,374.792,21.083,35.942
8.1648,374.831,21.077,35.927
8.1747,374.835,21.056,35.916
