time_ms,tank_pressure_bar,chamber_pressure_bar,thrust_daN
21549.9,4.395,0.058,2.34
21569.9,4.436,0.067,1.944
21589.9,4.508,0.057,1.878
21609.9,4.531,0.064,1.834
21629.9,4.617,0.059,1.819
21649.9,4.638,0.056,1.822
21669.9,4.668,0.067,1.808
21689.9,4.716,0.057,1.805
21709.9,4.77,0.053,1.8
21729.9,4.791,0.067,1.791
21749.9,4.765,0.053,1.783
21769.9,4.839,0.055,1.777
21789.9,4.917,0.058,1.764
21809.9,4.931,0.059,1.767
21829.9,5.013,0.058,1.762
21849.9,5.02,0.05,1.75
21869.9,5.04,0.057,1.745
21889.9,5.081,0.059,1.739
21909.9,5.145,0.051,1.743
21929.9,5.168,0.063,1.731
21949.9,5.195,0.053,1.741
21969.9,5.213,0.056,1.727
21989.9,5.245,0.055,1.717
22009.9,5.288,0.055,1.715
22029.9,5.306,0.057,1.706
22049.9,5.36,0.058,1.704
22069.9,5.393,0.059,1.706
22089.9,5.41,0.055,1.701
22109.9,5.438,0.055,1.698
22129.9,5.472,0.054,1.702
22149.9,5.464,0.055,1.696
22169.9,5.508,0.053,1.677
22189.9,5.537,0.056,1.677
22209.9,5.571,0.061,1.677
22229.9,5.596,0.055,1.671
22249.9,5.602,0.057,1.678
22269.9,5.643,0.06,1.674
22289.9,5.707,0.057,1.664
22309.9,5.706,0.06,1.664
22329.9,5.717,0.059,1.665
22349.9,5.738,0.061,1.659
22369.9,5.741,0.058,1.661
22389.9,5.782,0.057,1.66
22409.9,5.82,0.059,1.652
22429.9,5.833,0.056,1.652
22449.9,5.859,0.058,1.647
22469.9,5.881,0.059,1.644
22489.9,5.88,0.064,1.645
22509.9,5.883,0.061,1.645
22529.9,5.946,0.063,1.647
22549.9,5.958,0.059,1.644
22569.9,6.02,0.057,1.629
22589.9,6.008,0.061,1.63
22609.9,6.026,0.059,1.632
22629.9,6.067,0.057,1.629
22649.9,6.042,0.064,1.632
22669.9,6.086,0.062,1.625
22689.9,6.09,0.059,1.625
22709.9,6.138,0.055,1.626
22729.9,6.136,0.06,1.624
22749.9,6.137,0.06,1.623
22769.9,6.193,0.06,1.621
22789.9,6.202,0.061,1.619
22809.9,6.216,0.062,1.62
22829.9,6.228,0.063,1.618
22849.9,6.256,0.061,1.618
22869.9,6.299,0.059,1.619
22889.9,6.291,0.055,1.616
22909.9,6.282,0.06,1.618
22929.9,6.305,0.059,1.613
22949.9,6.342,0.059,1.617
22969.9,6.313,0.065,1.618
22989.9,6.322,0.064,1.615
23009.9,6.381,0.058,1.609
23029.9,6.373,0.054,1.614
23049.9,6.37,0.067,1.61
23069.9,6.395,0.06,1.611
23089.9,6.411,0.064,1.606
23109.9,6.428,0.059,1.609
23129.9,6.448,0.063,1.607
23149.9,6.434,0.064,1.606
23169.9,6.507,0.058,1.605
23189.9,6.515,0.062,1.607
23209.9,6.514,0.063,1.599
23229.9,6.514,0.064,1.601
23249.9,6.503,0.059,1.599
23269.9,6.541,0.06,1.599
23289.9,6.532,0.06,1.595
23309.9,6.537,0.058,1.597
23329.9,6.586,0.059,1.594
23349.9,6.606,0.058,1.595
23369.9,6.601,0.063,1.596
23389.9,6.578,0.058,1.594
23409.9,6.591,0.065,1.593
23429.9,6.623,0.067,1.59
23449.9,6.646,0.063,1.59
23469.9,6.63,0.061,1.588
23489.9,6.661,0.058,1.588
23509.9,6.697,0.061,1.588
23529.9,6.673,0.062,1.586
23549.9,6.694,0.066,1.586
23569.9,6.701,0.062,1.585
23589.9,6.732,0.062,1.583
23609.9,6.744,0.056,1.583
23629.9,6.733,0.063,1.584
23649.9,6.729,0.062,1.58
23669.9,6.769,0.064,1.579
23689.9,6.782,0.055,1.579
23709.9,6.781,0.06,1.578
23729.9,6.769,0.066,1.577
23749.9,6.77,0.061,1.575
23769.9,6.779,0.059,1.574
23789.9,6.818,0.056,1.573
23809.9,6.812,0.066,1.567
23829.9,6.817,0.062,1.569
23849.9,6.828,0.063,1.568
23869.9,6.823,0.06,1.567
23889.9,6.864,0.062,1.568
23909.9,6.866,0.065,1.565
23929.9,6.865,0.066,1.564
23949.9,6.874,0.063,1.565
23969.9,6.881,0.055,1.561
23989.9,6.87,0.065,1.563
24009.9,6.903,0.068,1.559
24029.9,6.902,0.061,1.563
24049.9,6.908,0.06,1.559
24069.9,6.905,0.061,1.558
24089.9,6.929,0.054,1.559
24109.9,6.891,0.061,1.558
24129.9,6.916,0.06,1.555
24149.9,6.918,0.062,1.559
24169.9,6.906,0.06,1.559
24189.9,6.907,0.06,1.56
24209.9,6.948,0.066,1.556
24229.9,6.951,0.066,1.559
24249.9,6.956,0.067,1.555
24269.9,6.907,0.065,1.556
24289.9,6.949,0.057,1.558
24309.9,6.961,0.064,1.554
24329.9,6.957,0.065,1.553
24349.9,6.971,0.062,1.555
24369.9,6.96,0.064,1.556
24389.9,6.939,0.062,1.551
24409.9,6.954,0.065,1.551
24429.9,6.969,0.065,1.551
24449.9,6.963,0.058,1.553
24469.9,6.953,0.06,1.548
24489.9,6.949,0.066,1.547
24509.9,6.966,0.063,1.549
24529.9,6.96,0.068,1.547
24549.9,6.964,0.064,1.544
24569.9,6.945,0.061,1.543
24589.9,6.96,0.063,1.543
24609.9,6.956,0.062,1.54
24629.9,6.965,0.073,1.543
24649.9,6.962,0.059,1.541
24669.9,6.973,0.071,1.542
24689.9,7.0,0.068,1.538
24709.9,7.007,0.063,1.535
24729.9,7.003,0.059,1.536
24749.9,6.996,0.07,1.537
24769.9,6.98,0.068,1.535
24789.9,7.005,0.066,1.537
24809.9,7.005,0.065,1.533
24829.9,6.994,0.063,1.534
24849.9,7.02,0.056,1.532
24869.9,6.997,0.069,1.533
24889.9,6.998,0.067,1.531
24909.9,6.998,0.061,1.536
24929.9,6.995,0.065,1.533
24949.9,7.015,0.06,1.53
24969.9,6.991,0.062,1.527
24989.9,7.015,0.06,1.531
25009.9,7.001,0.065,1.527
25029.9,6.991,0.057,1.532
25049.9,6.982,0.068,1.529
25069.9,7.005,0.059,1.527
25089.9,6.994,0.068,1.528
25109.9,6.988,0.064,1.527
25129.9,7.018,0.061,1.524
25149.9,6.991,0.065,1.526
25169.9,7.011,0.062,1.525
25189.9,7.0,0.068,1.519
25209.9,7.014,0.063,1.516
25229.9,7.054,0.06,1.521
25249.9,7.032,0.062,1.518
25269.9,7.055,0.06,1.52
25289.9,7.05,0.064,1.518
25309.9,7.048,0.059,1.515
25329.9,7.044,0.063,1.514
25349.9,7.054,0.069,1.517
25369.9,7.053,0.064,1.513
25389.9,7.04,0.067,1.513
0.0,0.0,0.0,1.517
