time_s,thrust_N,chamber_pressure_bar,tank_pressure_bar
3.0748,396.884,24.218,46.026
3.0848,396.584,24.152,46.013
3.0948,396.263,24.125,46.004
3.1048,395.918,24.181,45.990
3.1147,395.746,24.242,45.975
3.1248,395.954,24.216,45.964
3.1348,396.282,24.221,45.952
3.1448,396.360,24.223,45.932
3.1548,396.280,24.158,45.926
3.1648,396.239,24.068,45.913
3.1748,395.891,24.043,45.901
3.1848,395.354,24.024,45.889
3.1947,395.050,24.033,45.880
3.2047,394.905,24.035,45.857
3.2148,394.784,24.068,45.841
3.2248,394.798,24.054,45.826
3.2348,394.886,24.033,45.807
3.2448,394.862,24.011,45.788
3.2548,394.721,23.991,45.778
3.2648,394.569,23.989,45.765
3.2748,394.349,24.029,45.754
3.2848,394.123,24.043,45.745
3.2948,394.073,24.016,45.739
3.3047,393.939,24.009,45.728
3.3148,393.621,23.993,45.719
3.3248,393.314,23.918,45.706
3.3348,393.089,23.858,45.694
3.3448,392.754,23.761,45.676
3.3548,392.345,23.700,45.660
3.3647,391.830,23.614,45.645
3.3748,391.261,23.548,45.629
3.3848,390.635,23.512,45.610
3.3948,389.871,23.562,45.599
3.4048,389.349,23.571,45.587
3.4148,389.192,23.584,45.576
3.4248,389.099,23.608,45.562
3.4348,388.998,23.585,45.550
3.4448,388.999,23.540,45.533
3.4547,388.878,23.472,45.520
3.4648,388.692,23.402,45.510
3.4748,388.467,23.365,45.500
3.4848,388.073,23.392,45.487
3.4948,387.350,23.412,45.477
3.5048,386.878,23.413,45.462
3.5148,386.453,23.422,45.445
3.5248,385.853,23.383,45.429
3.5348,385.310,23.302,45.415
3.5448,385.063,23.220,45.401
3.5547,384.588,23.192,45.391
3.5648,384.030,23.153,45.383
3.5748,383.667,23.088,45.372
3.5848,383.392,23.043,45.356
3.5948,383.074,23.034,45.344
3.6048,382.809,23.010,45.326
3.6147,382.616,22.962,45.309
3.6248,382.412,23.015,45.294
3.6348,382.191,23.048,45.283
3.6448,382.131,23.054,45.271
3.6548,382.129,23.048,45.258
3.6648,382.079,23.098,45.243
3.6748,382.038,23.072,45.231
3.6848,381.987,23.077,45.218
3.6948,381.854,23.082,45.208
3.7047,381.693,23.093,45.195
3.7148,381.579,23.049,45.188
3.7248,381.457,23.016,45.174
3.7348,381.316,23.000,45.161
3.7448,381.190,22.990,45.145
3.7548,381.096,22.969,45.134
3.7648,381.000,22.973,45.120
3.7748,380.915,22.965,45.109
3.7848,380.818,22.949,45.097
3.7948,380.706,22.919,45.086
3.8047,380.636,22.912,45.072
3.8148,380.597,22.867,45.062
3.8248,380.536,22.863,45.048
3.8348,380.483,22.833,45.037
3.8448,380.446,22.826,45.023
3.8548,380.393,22.790,45.009
3.8647,380.297,22.795,44.991
3.8748,380.169,22.768,44.976
3.8848,380.061,22.766,44.962
3.8948,379.973,22.755,44.946
3.9048,379.845,22.770,44.932
3.9148,379.692,22.769,44.921
3.9248,379.584,22.776,44.909
3.9348,379.537,22.774,44.896
3.9448,379.531,22.785,44.887
3.9547,379.567,22.787,44.877
3.9648,379.668,22.802,44.863
3.9748,379.780,22.820,44.854
3.9848,379.819,22.828,44.840
3.9948,379.814,22.830,44.825
4.0047,379.769,22.820,44.805
4.0148,379.688,22.796,44.793
4.0248,379.583,22.820,44.776
4.0348,379.546,22.846,44.761
4.0448,379.629,22.861,44.752
4.0548,379.782,22.870,44.744
4.0648,379.900,22.906,44.731
4.0747,380.005,22.884,44.719
4.0848,380.070,22.896,44.709
4.0948,380.006,22.886,44.692
4.1048,379.866,22.891,44.682
4.1147,379.731,22.867,44.666
4.1248,379.610,22.847,44.656
4.1348,379.491,22.820,44.642
4.1448,379.384,22.806,44.631
4.1548,379.337,22.784,44.617
4.1647,379.320,22.798,44.606
4.1748,379.294,22.834,44.591
4.1848,379.302,22.827,44.579
4.1948,379.370,22.814,44.564
4.2047,379.313,22.838,44.546
4.2148,379.170,22.825,44.537
4.2248,379.051,22.803,44.523
4.2348,378.883,22.809,44.509
4.2448,378.695,22.829,44.498
4.2547,378.599,22.811,44.489
4.2648,378.551,22.802,44.470
4.2748,378.464,22.791,44.455
4.2848,378.353,22.786,44.445
4.2948,378.164,22.770,44.434
4.3048,377.935,22.743,44.421
4.3148,377.684,22.740,44.408
4.3247,377.432,22.741,44.397
4.3348,377.290,22.745,44.381
4.3448,377.229,22.742,44.365
4.3548,377.197,22.754,44.348
4.3647,377.163,22.763,44.332
4.3748,377.123,22.771,44.318
4.3848,377.011,22.788,44.305
4.3948,376.856,22.800,44.292
4.4048,376.704,22.816,44.281
4.4147,376.567,22.826,44.273
4.4248,376.434,22.818,44.260
4.4348,376.279,22.773,44.248
4.4448,376.124,22.739,44.235
4.4547,375.927,22.700,44.221
4.4648,375.722,22.686,44.204
4.4748,375.517,22.655,44.190
4.4848,375.370,22.646,44.174
4.4948,375.209,22.666,44.159
4.5047,375.045,22.651,44.146
4.5148,374.914,22.631,44.134
4.5248,374.731,22.646,44.124
4.5348,374.527,22.636,44.111
4.5448,374.378,22.598,44.103
4.5548,374.229,22.592,44.092
4.5648,374.039,22.593,44.077
4.5747,373.899,22.591,44.063
4.5848,373.776,22.586,44.052
4.5948,373.647,22.573,44.036
4.6048,373.519,22.605,44.025
4.6147,373.378,22.619,44.016
4.6248,373.295,22.610,44.000
4.6348,373.232,22.606,43.984
4.6448,373.108,22.615,43.974
4.6548,372.960,22.591,43.961
4.6647,372.848,22.554,43.948
4.6748,372.724,22.533,43.941
4.6848,372.565,22.539,43.930
4.6948,372.454,22.538,43.915
4.7047,372.404,22.566,43.895
4.7148,372.359,22.566,43.879
4.7248,372.310,22.566,43.862
4.7348,372.249,22.576,43.844
4.7448,372.166,22.588,43.830
4.7547,372.122,22.574,43.818
4.7648,372.096,22.547,43.807
4.7748,372.043,22.530,43.795
4.7848,371.963,22.525,43.781
4.7948,371.878,22.520,43.766
4.8048,371.786,22.503,43.753
4.8148,371.692,22.511,43.739
4.8247,371.594,22.518,43.725
4.8348,371.500,22.506,43.713
4.8448,371.439,22.476,43.701
4.8548,371.364,22.476,43.691
4.8647,371.249,22.501,43.680
4.8748,371.167,22.499,43.666
4.8848,371.150,22.476,43.658
4.8948,371.123,22.477,43.644
4.9048,371.083,22.482,43.630
4.9147,371.085,22.427,43.612
4.9248,371.083,22.431,43.601
4.9348,371.018,22.429,43.587
4.9448,370.965,22.414,43.574
4.9547,370.895,22.376,43.560
4.9648,370.770,22.389,43.551
4.9748,370.636,22.400,43.538
4.9848,370.550,22.400,43.524
4.9948,370.544,22.405,43.512
5.0047,370.550,22.415,43.501
5.0148,370.553,22.423,43.489
5.0248,370.561,22.383,43.478
5.0348,370.572,22.384,43.465
5.0448,370.483,22.382,43.451
5.0548,370.394,22.366,43.436
5.0648,370.359,22.334,43.422
5.0747,370.297,22.340,43.409
5.0848,370.231,22.354,43.398
5.0948,370.207,22.377,43.387
5.1048,370.197,22.375,43.376
5.1147,370.154,22.379,43.362
5.1248,370.111,22.365,43.346
5.1348,370.077,22.342,43.330
5.1448,370.042,22.295,43.315
5.1548,369.999,22.277,43.298
5.1647,369.974,22.271,43.285
5.1748,369.961,22.287,43.271
5.1848,369.961,22.303,43.258
5.1948,369.992,22.318,43.248
5.2047,370.065,22.333,43.238
5.2148,370.120,22.349,43.226
5.2248,370.176,22.339,43.214
5.2348,370.208,22.297,43.202
5.2448,370.171,22.276,43.188
5.2547,370.055,22.265,43.172
5.2648,369.968,22.235,43.156
5.2748,369.897,22.227,43.141
5.2848,369.832,22.250,43.129
5.2948,369.817,22.244,43.113
5.3048,369.840,22.246,43.100
5.3148,369.830,22.237,43.090
5.3247,369.807,22.217,43.078
5.3348,369.783,22.199,43.064
5.3448,369.730,22.179,43.051
5.3548,369.691,22.141,43.034
5.3647,369.681,22.144,43.018
5.3748,369.683,22.164,43.010
5.3848,369.700,22.149,42.997
5.3948,369.736,22.145,42.985
5.4048,369.752,22.164,42.976
5.4147,369.754,22.158,42.967
5.4248,369.778,22.131,42.952
5.4348,369.788,22.126,42.936
5.4448,369.757,22.130,42.922
5.4547,369.751,22.109,42.907
5.4648,369.773,22.109,42.892
5.4748,369.766,22.112,42.880
5.4848,369.750,22.108,42.868
5.4948,369.772,22.103,42.858
5.5047,369.767,22.107,42.846
5.5148,369.722,22.093,42.833
5.5248,369.692,22.077,42.816
5.5348,369.645,22.078,42.805
5.5448,369.579,22.068,42.791
5.5548,369.533,22.075,42.776
5.5648,369.534,22.062,42.761
5.5747,369.558,22.072,42.748
5.5848,369.612,22.060,42.734
5.5948,369.688,22.060,42.721
5.6048,369.754,22.049,42.710
5.6147,369.779,22.053,42.699
5.6248,369.775,22.042,42.687
5.6348,369.732,22.019,42.675
5.6448,369.680,22.018,42.661
5.6548,369.630,22.015,42.647
5.6647,369.608,22.008,42.633
5.6748,369.584,21.992,42.619
5.6848,369.549,22.003,42.602
5.6948,369.498,22.021,42.587
5.7047,369.504,22.021,42.575
5.7148,369.540,22.033,42.564
5.7248,369.584,22.022,42.553
5.7348,369.652,22.000,42.546
5.7448,369.684,21.972,42.537
5.7547,369.616,21.980,42.524
5.7648,369.531,21.949,42.510
5.7748,369.459,21.965,42.491
5.7848,369.358,21.991,42.474
5.7948,369.324,22.007,42.458
5.8048,369.394,21.993,42.444
5.8148,369.449,21.995,42.431
5.8247,369.460,21.982,42.422
5.8348,369.463,21.958,42.414
5.8448,369.420,21.941,42.400
5.8548,369.322,21.927,42.386
5.8647,369.240,21.911,42.371
5.8748,369.186,21.907,42.356
5.8848,369.151,21.901,42.338
5.8948,369.114,21.882,42.323
5.9048,369.103,21.847,42.310
5.9147,369.052,21.853,42.299
5.9248,368.961,21.853,42.286
5.9348,368.886,21.849,42.271
5.9448,368.855,21.853,42.260
5.9547,368.811,21.873,42.248
5.9648,368.806,21.882,42.236
5.9748,368.849,21.874,42.222
5.9848,368.897,21.884,42.210
5.9948,368.945,21.892,42.199
6.0047,368.977,21.891,42.189
6.0148,368.992,21.896,42.180
6.0248,368.999,21.913,42.169
6.0348,369.026,21.914,42.158
6.0448,369.052,21.892,42.143
6.0548,369.060,21.886,42.131
6.0648,369.018,21.877,42.113
6.0747,368.944,21.858,42.095
6.0848,368.861,21.852,42.080
6.0948,368.779,21.882,42.066
6.1048,368.744,21.893,42.051
6.1147,368.774,21.894,42.042
6.1248,368.820,21.892,42.033
6.1348,368.848,21.888,42.021
6.1448,368.840,21.866,42.005
6.1548,368.799,21.866,41.991
6.1647,368.736,21.868,41.972
6.1748,368.678,21.875,41.959
6.1848,368.637,21.876,41.948
6.1948,368.640,21.875,41.939
6.2047,368.651,21.885,41.923
6.2148,368.635,21.872,41.907
6.2248,368.611,21.875,41.895
6.2348,368.574,21.877,41.881
6.2448,368.525,21.888,41.870
6.2547,368.490,21.872,41.857
6.2648,368.478,21.863,41.845
6.2748,368.463,21.866,41.831
6.2848,368.434,21.863,41.816
6.2948,368.422,21.844,41.801
6.3048,368.409,21.836,41.790
6.3148,368.379,21.836,41.777
6.3247,368.342,21.837,41.763
6.3348,368.327,21.827,41.751
6.3448,368.316,21.822,41.737
6.3548,368.284,21.821,41.724
6.3647,368.252,21.819,41.712
6.3748,368.245,21.812,41.699
6.3848,368.251,21.832,41.691
6.3948,368.255,21.855,41.680
6.4047,368.294,21.851,41.668
6.4148,368.350,21.859,41.656
6.4248,368.390,21.846,41.642
6.4347,368.424,21.815,41.630
6.4448,368.444,21.795,41.614
6.4547,368.374,21.797,41.599
6.4648,368.279,21.790,41.587
6.4748,368.198,21.808,41.574
6.4848,368.138,21.818,41.556
6.4948,368.104,21.830,41.541
6.5047,368.096,21.831,41.527
6.5148,368.105,21.832,41.509
6.5248,368.105,21.827,41.493
6.5347,368.080,21.834,41.476
6.5448,368.048,21.834,41.463
6.5548,368.051,21.839,41.452
6.5648,368.063,21.825,41.442
6.5747,368.068,21.796,41.431
6.5847,368.032,21.783,41.428
6.5948,367.965,21.786,41.416
6.6048,367.904,21.792,41.402
6.6148,367.853,21.797,41.387
6.6248,367.837,21.822,41.375
6.6347,367.854,21.805,41.358
6.6448,367.890,21.784,41.343
6.6547,367.887,21.772,41.331
6.6648,367.825,21.764,41.325
6.6748,367.761,21.762,41.313
6.6847,367.702,21.768,41.298
6.6948,367.646,21.758,41.286
6.7047,367.618,21.747,41.272
6.7148,367.629,21.758,41.256
6.7248,367.633,21.751,41.238
6.7348,367.632,21.754,41.227
6.7448,367.603,21.768,41.211
6.7547,367.570,21.755,41.195
6.7648,367.566,21.731,41.179
6.7748,367.538,21.711,41.165
6.7847,367.484,21.723,41.147
6.7948,367.453,21.721,41.133
6.8048,367.448,21.729,41.120
6.8148,367.432,21.753,41.106
6.8247,367.427,21.785,41.096
6.8347,367.459,21.789,41.090
6.8448,367.499,21.811,41.077
6.8548,367.542,21.832,41.064
6.8648,367.610,21.841,41.052
6.8748,367.679,21.856,41.042
6.8847,367.708,21.858,41.030
6.8948,367.722,21.854,41.020
6.9047,367.689,21.869,41.009
6.9148,367.612,21.871,40.998
6.9248,367.566,21.858,40.986
6.9347,367.541,21.864,40.971
6.9448,367.505,21.879,40.959
6.9547,367.503,21.866,40.948
6.9648,367.507,21.868,40.936
6.9748,367.459,21.881,40.922
6.9848,367.425,21.881,40.910
6.9948,367.426,21.865,40.902
7.0047,367.399,21.859,40.889
7.0148,367.353,21.843,40.877
7.0248,367.320,21.824,40.863
7.0347,367.268,21.827,40.854
7.0448,367.202,21.837,40.840
7.0548,367.173,21.841,40.832
7.0648,367.175,21.858,40.822
7.0747,367.197,21.874,40.811
7.0847,367.224,21.870,40.796
7.0948,367.240,21.878,40.781
7.1048,367.232,21.911,40.773
7.1148,367.237,21.918,40.763
7.1248,367.253,21.910,40.755
7.1347,367.261,21.896,40.742
7.1448,367.241,21.884,40.730
7.1547,367.202,21.859,40.711
7.1648,367.130,21.846,40.691
7.1748,367.039,21.843,40.676
7.1847,366.972,21.857,40.670
7.1948,366.940,21.859,40.662
7.2047,366.926,21.854,40.656
7.2148,366.918,21.848,40.653
7.2248,366.883,21.830,40.646
7.2348,366.818,21.830,40.637
7.2448,366.725,21.846,40.634
7.2547,366.673,21.864,40.622
7.2648,366.700,21.885,40.612
7.2748,366.732,21.928,40.606
7.2847,366.780,21.972,40.594
7.2948,366.890,21.987,40.580
7.3048,366.991,22.000,40.575
7.3148,367.003,22.008,40.565
7.3247,367.011,22.020,40.554
7.3347,367.019,22.013,40.546
7.3448,367.016,22.025,40.539
7.3548,366.998,22.019,40.529
7.3648,366.990,22.033,40.518
7.3748,366.981,22.041,40.502
7.3847,366.983,22.038,40.488
7.3948,366.979,22.035,40.470
7.4047,366.946,22.039,40.455
7.4148,366.924,22.063,40.445
7.4248,366.917,22.084,40.435
7.4347,366.945,22.100,40.422
7.4448,366.989,22.084,40.413
7.4547,367.017,22.106,40.400
7.4648,367.034,22.097,40.384
7.4748,367.064,22.095,40.373
7.4848,367.051,22.105,40.360
7.4948,367.001,22.135,40.342
7.5047,366.993,22.118,40.330
7.5148,367.000,22.110,40.318
7.5248,366.972,22.086,40.304
7.5347,366.935,22.069,40.289
7.5448,366.903,22.050,40.278
7.5548,366.847,22.051,40.263
7.5648,366.785,22.046,40.244
7.5747,366.744,22.040,40.227
7.5847,366.715,22.022,40.211
7.5948,366.686,22.024,40.193
7.6048,366.672,22.022,40.173
7.6148,366.666,22.024,40.161
7.6248,366.676,22.036,40.143
7.6347,366.689,22.053,40.126
7.6448,366.716,22.058,40.111
7.6547,366.746,22.069,40.099
7.6648,366.785,22.067,40.080
7.6748,366.811,22.043,40.066
7.6847,366.821,22.025,40.051
7.6948,366.797,22.013,40.033
7.7047,366.768,21.998,40.012
7.7148,366.751,21.992,39.998
7.7248,366.734,22.002,39.982
7.7348,366.692,22.018,39.967
7.7448,366.680,22.026,39.954
7.7547,366.701,22.025,39.944
7.7648,366.714,22.026,39.932
7.7748,366.697,22.036,39.921
7.7847,366.712,22.028,39.911
7.7948,366.730,22.011,39.901
7.8048,366.688,22.010,39.888
7.8148,366.597,22.022,39.875
7.8247,366.554,22.019,39.866
7.8347,366.546,22.014,39.855
7.8448,366.528,22.010,39.842
7.8548,366.530,22.021,39.831
7.8648,366.568,22.020,39.821
7.8748,366.613,22.032,39.809
7.8847,366.640,22.051,39.793
7.8948,366.671,22.069,39.785
7.9047,366.714,22.064,39.775
7.9148,366.757,22.048,39.766
7.9248,366.751,22.030,39.755
7.9347,366.724,21.999,39.749
7.9448,366.697,21.968,39.738
7.9547,366.650,21.940,39.726
7.9648,366.584,21.936,39.716
7.9748,366.550,21.936,39.706
7.9848,366.556,21.946,39.696
7.9948,366.575,21.956,39.687
8.0047,366.577,21.968,39.683
8.0148,366.586,21.971,39.676
8.0248,366.605,21.953,39.667
8.0347,366.619,21.938,39.659
8.0448,366.612,21.928,39.645
8.0548,366.617,21.936,39.628
8.0648,366.651,21.940,39.612
8.0747,366.691,21.950,39.602
8.0847,366.705,21.951,39.591
8.0948,366.717,21.953,39.583
8.1047,366.737,21.934,39.575
8.1148,366.740,21.913,39.563
8.1248,366.723,21.898,39.545
8.1348,366.703,21.896,39.523
8.1448,366.701,21.879,39.502
8.1547,366.705,21.861,39.486
8.1648,366.697,21.837,39.473
8.1747,366.661,21.814,39.469
