time_s,thrust_N,chamber_pressure_bar,tank_pressure_bar
19.8747,90.372,2.991,8.638
19.8848,90.287,2.987,8.620
19.8947,90.193,2.977,8.597
19.9047,90.090,2.969,8.577
19.9147,89.987,2.960,8.559
19.9247,89.875,2.951,8.535
19.9348,89.762,2.939,8.511
19.9447,89.652,2.935,8.489
19.9547,89.547,2.929,8.467
19.9647,89.444,2.925,8.443
19.9748,89.347,2.919,8.423
19.9847,89.252,2.914,8.404
19.9947,89.169,2.904,8.384
20.0047,89.090,2.896,8.366
20.0147,89.005,2.888,8.350
20.0247,88.901,2.879,8.330
20.0347,88.784,2.873,8.309
20.0448,88.655,2.869,8.289
20.0547,88.530,2.861,8.266
20.0647,88.420,2.856,8.243
20.0748,88.329,2.850,8.221
20.0847,88.259,2.844,8.197
20.0947,88.195,2.838,8.174
20.1047,88.130,2.831,8.152
20.1147,88.066,2.825,8.131
20.1247,88.003,2.816,8.112
20.1348,87.929,2.810,8.094
20.1447,87.844,2.804,8.080
20.1547,87.739,2.797,8.060
20.1647,87.613,2.787,8.041
20.1747,87.483,2.782,8.025
20.1848,87.364,2.777,8.009
20.1947,87.262,2.767,7.985
20.2047,87.178,2.759,7.966
20.2147,87.096,2.752,7.944
20.2248,87.000,2.746,7.921
20.2347,86.899,2.736,7.890
20.2447,86.797,2.729,7.870
20.2547,86.694,2.722,7.847
20.2647,86.600,2.717,7.829
20.2747,86.517,2.711,7.812
20.2847,86.437,2.707,7.799
20.2948,86.351,2.700,7.781
20.3047,86.258,2.695,7.762
20.3147,86.165,2.687,7.741
20.3248,86.075,2.679,7.717
20.3347,85.978,2.672,7.693
20.3447,85.878,2.666,7.672
20.3547,85.784,2.660,7.655
20.3647,85.682,2.655,7.640
20.3747,85.574,2.649,7.620
20.3848,85.469,2.642,7.607
20.3947,85.376,2.634,7.587
20.4047,85.295,2.627,7.569
20.4147,85.218,2.620,7.544
20.4247,85.140,2.614,7.522
20.4348,85.048,2.606,7.495
20.4447,84.950,2.599,7.478
20.4547,84.838,2.591,7.457
20.4647,84.707,2.588,7.439
20.4748,84.577,2.583,7.427
20.4847,84.464,2.575,7.413
20.4947,84.360,2.570,7.392
20.5047,84.270,2.564,7.370
20.5147,84.203,2.556,7.352
20.5247,84.145,2.547,7.336
20.5347,84.077,2.544,7.315
20.5448,84.002,2.538,7.299
20.5547,83.921,2.535,7.281
20.5647,83.832,2.527,7.262
20.5748,83.744,2.522,7.237
20.5847,83.660,2.513,7.224
20.5947,83.578,2.507,7.204
20.6047,83.500,2.499,7.192
20.6147,83.422,2.493,7.172
20.6247,83.330,2.486,7.152
20.6348,83.230,2.480,7.132
20.6447,83.129,2.470,7.114
20.6547,83.015,2.464,7.094
20.6647,82.906,2.456,7.078
20.6747,82.820,2.449,7.062
20.6848,82.752,2.444,7.043
20.6947,82.688,2.440,7.023
20.7047,82.628,2.434,7.003
20.7147,82.553,2.428,6.983
20.7248,82.461,2.423,6.964
20.7347,82.346,2.418,6.946
20.7447,82.226,2.412,6.925
20.7547,82.114,2.406,6.908
20.7647,82.018,2.398,6.890
20.7747,81.931,2.393,6.875
20.7847,81.856,2.388,6.857
20.7948,81.792,2.380,6.844
20.8047,81.725,2.373,6.829
20.8147,81.655,2.371,6.814
20.8248,81.577,2.364,6.798
20.8347,81.491,2.356,6.783
20.8447,81.388,2.354,6.767
20.8547,81.276,2.353,6.749
20.8647,81.171,2.346,6.734
20.8747,81.084,2.341,6.713
20.8848,81.003,2.336,6.695
20.8947,80.930,2.328,6.677
20.9047,80.860,2.319,6.659
20.9147,80.786,2.315,6.641
20.9247,80.704,2.307,6.623
20.9348,80.621,2.301,6.603
20.9447,80.538,2.297,6.582
20.9547,80.467,2.291,6.564
20.9647,80.393,2.282,6.545
20.9748,80.314,2.279,6.534
20.9847,80.241,2.275,6.522
20.9947,80.174,2.268,6.512
21.0047,80.103,2.264,6.501
21.0147,80.030,2.260,6.486
21.0247,79.958,2.252,6.468
21.0347,79.889,2.245,6.451
21.0448,79.820,2.239,6.430
21.0547,79.741,2.233,6.415
21.0647,79.661,2.227,6.397
21.0748,79.588,2.223,6.380
21.0847,79.506,2.216,6.362
21.0947,79.412,2.208,6.347
21.1047,79.330,2.200,6.325
21.1147,79.262,2.195,6.306
21.1247,79.191,2.188,6.285
21.1348,79.127,2.182,6.268
21.1447,79.073,2.177,6.252
21.1547,79.015,2.173,6.239
21.1647,78.948,2.168,6.227
21.1747,78.886,2.164,6.218
21.1848,78.828,2.162,6.205
21.1947,78.771,2.159,6.184
21.2047,78.726,2.150,6.167
21.2147,78.692,2.140,6.148
21.2248,78.663,2.113,6.127
21.2347,79.157,2.011,6.108
21.2447,90.285,1.826,6.095
21.2547,101.050,1.605,6.079
21.2647,94.411,1.373,6.066
21.2747,82.969,1.159,6.053
21.2847,71.801,1.015,6.043
21.2948,51.096,0.959,6.026
21.3047,29.589,0.944,6.012
21.3147,25.760,0.943,5.995
21.3248,27.488,0.943,5.980
21.3347,28.603,0.948,5.962
21.3447,28.935,0.950,5.949
21.3547,29.071,0.949,5.932
21.3647,28.786,0.951,5.918
21.3747,28.478,0.950,5.905
21.3848,28.339,0.947,5.889
21.3947,28.501,0.946,5.876
21.4047,28.609,0.947,5.864
21.4147,28.691,0.948,5.846
21.4247,28.843,0.948,5.828
21.4348,28.855,0.947,5.810
21.4447,28.718,0.947,5.790
21.4547,28.602,0.946,5.771
21.4647,28.673,0.943,5.762
21.4748,28.643,0.942,5.747
21.4847,28.591,0.944,5.733
21.4947,28.559,0.947,5.722
21.5047,28.654,0.948,5.710
21.5147,28.849,0.947,5.691
21.5247,29.029,0.947,5.675
21.5347,29.158,0.946,5.663
21.5448,29.238,0.947,5.649
21.5547,29.216,0.947,5.632
21.5647,29.054,0.947,5.615
21.5748,28.939,0.945,5.599
21.5847,28.961,0.941,5.585
21.5947,29.066,0.940,5.567
21.6047,29.170,0.938,5.553
21.6147,29.274,0.937,5.541
21.6247,29.383,0.941,5.525
21.6348,29.452,0.944,5.515
21.6447,29.465,0.943,5.505
21.6547,29.462,0.943,5.489
21.6647,29.430,0.943,5.477
21.6747,29.347,0.939,5.460
21.6848,29.188,0.937,5.438
21.6947,29.050,0.934,5.418
21.7047,29.012,0.935,5.404
21.7147,29.081,0.933,5.390
21.7248,29.221,0.936,5.380
21.7347,29.394,0.939,5.373
21.7447,29.546,0.941,5.361
21.7547,29.606,0.942,5.345
21.7647,29.595,0.944,5.334
21.7747,29.533,0.944,5.319
21.7847,29.495,0.943,5.305
21.7948,29.453,0.941,5.288
21.8047,29.419,0.940,5.278
21.8147,29.411,0.941,5.260
21.8248,29.479,0.939,5.249
21.8347,29.589,0.939,5.235
21.8447,29.704,0.938,5.226
21.8547,29.792,0.940,5.216
21.8647,29.829,0.942,5.208
21.8747,29.773,0.943,5.194
21.8848,29.645,0.943,5.179
21.8947,29.539,0.946,5.165
21.9047,29.546,0.944,5.146
21.9147,29.622,0.942,5.128
21.9247,29.723,0.942,5.114
21.9348,29.837,0.944,5.101
21.9447,29.917,0.946,5.087
21.9547,29.919,0.949,5.070
21.9647,29.880,0.950,5.054
21.9748,29.826,0.951,5.033
21.9847,29.789,0.950,5.017
21.9947,29.781,0.949,5.003
22.0047,29.807,0.945,4.996
22.0147,29.882,0.942,4.983
22.0247,30.007,0.940,4.973
22.0347,30.140,0.940,4.963
22.0448,30.230,0.938,4.948
22.0547,30.249,0.938,4.933
22.0647,30.174,0.941,4.924
22.0748,30.033,0.940,4.912
22.0847,29.876,0.940,4.899
22.0947,29.766,0.941,4.889
22.1047,29.735,0.945,4.877
22.1147,29.795,0.943,4.861
22.1247,29.907,0.947,4.853
22.1348,30.024,0.948,4.845
22.1447,30.118,0.947,4.830
22.1547,30.168,0.943,4.812
22.1647,30.152,0.944,4.802
22.1747,30.098,0.939,4.792
22.1848,30.025,0.937,4.776
22.1947,29.948,0.936,4.763
22.2047,29.894,0.938,4.756
22.2147,29.897,0.940,4.740
22.2248,29.947,0.947,4.723
22.2347,30.033,0.951,4.710
22.2447,30.119,0.953,4.698
22.2547,30.179,0.952,4.682
22.2647,30.197,0.951,4.676
22.2747,30.178,0.946,4.665
22.2847,30.131,0.941,4.651
22.2948,30.100,0.942,4.641
22.3047,30.108,0.943,4.633
22.3147,30.139,0.943,4.621
22.3248,30.171,0.944,4.610
22.3347,30.206,0.945,4.599
22.3447,30.227,0.946,4.584
22.3547,30.222,0.945,4.571
22.3647,30.198,0.946,4.558
22.3747,30.163,0.946,4.542
22.3848,30.116,0.946,4.529
22.3947,30.064,0.946,4.520
22.4047,30.032,0.946,4.506
22.4147,30.035,0.946,4.489
22.4247,30.076,0.945,4.479
22.4348,30.134,0.946,4.466
22.4447,30.183,0.942,4.450
22.4547,30.201,0.941,4.437
22.4647,30.186,0.943,4.430
22.4748,30.142,0.943,4.420
22.4847,30.097,0.943,4.411
22.4947,30.070,0.945,4.403
22.5047,30.055,0.947,4.391
22.5147,30.052,0.945,4.381
22.5247,30.067,0.945,4.369
22.5347,30.103,0.944,4.359
22.5448,30.153,0.944,4.344
22.5547,30.207,0.944,4.337
22.5647,30.245,0.943,4.324
22.5748,30.247,0.940,4.311
22.5847,30.206,0.941,4.297
22.5947,30.135,0.942,4.287
22.6047,30.066,0.943,4.275
22.6147,30.022,0.946,4.269
22.6247,30.016,0.947,4.259
22.6348,30.041,0.948,4.249
22.6447,30.088,0.946,4.237
22.6547,30.141,0.944,4.226
22.6647,30.188,0.945,4.206
22.6747,30.230,0.944,4.192
22.6848,30.249,0.943,4.178
22.6947,30.238,0.941,4.169
22.7047,30.208,0.942,4.160
22.7147,30.164,0.941,4.152
22.7248,30.112,0.942,4.140
22.7347,30.071,0.943,4.130
22.7447,30.057,0.943,4.121
22.7547,30.058,0.942,4.110
22.7647,30.057,0.941,4.100
22.7747,30.042,0.943,4.089
22.7847,30.029,0.941,4.082
22.7948,30.020,0.945,4.070
22.8047,30.010,0.946,4.053
22.8147,30.013,0.949,4.042
22.8248,30.042,0.949,4.034
22.8347,30.078,0.952,4.021
22.8447,30.102,0.952,4.011
22.8547,30.108,0.950,4.004
22.8647,30.102,0.947,3.992
22.8747,30.090,0.944,3.980
22.8848,30.070,0.944,3.966
22.8947,30.043,0.944,3.953
22.9047,30.023,0.948,3.940
22.9147,30.016,0.949,3.929
22.9247,30.009,0.951,3.920
22.9348,30.007,0.952,3.914
22.9447,30.024,0.951,3.904
22.9547,30.050,0.949,3.898
22.9647,30.058,0.950,3.888
22.9748,30.048,0.953,3.879
22.9847,30.023,0.952,3.870
22.9947,29.989,0.954,3.857
23.0047,29.951,0.953,3.848
23.0147,29.926,0.949,3.838
23.0247,29.926,0.946,3.825
23.0347,29.947,0.943,3.815
23.0448,29.982,0.940,3.807
23.0547,30.024,0.939,3.795
23.0647,30.073,0.940,3.780
23.0748,30.116,0.944,3.771
23.0847,30.145,0.948,3.760
23.0947,30.147,0.948,3.749
23.1047,30.130,0.948,3.738
23.1147,30.093,0.949,3.729
23.1247,30.046,0.948,3.719
23.1348,30.000,0.946,3.707
23.1447,29.965,0.948,3.698
23.1547,29.939,0.950,3.686
23.1647,29.931,0.951,3.676
23.1747,29.941,0.951,3.665
23.1848,29.965,0.950,3.651
23.1947,29.993,0.951,3.640
23.2047,30.020,0.950,3.631
23.2147,30.037,0.951,3.623
23.2248,30.044,0.953,3.610
23.2347,30.040,0.954,3.600
23.2447,30.043,0.954,3.589
23.2547,30.063,0.953,3.583
23.2647,30.093,0.949,3.572
23.2747,30.117,0.948,3.563
23.2847,30.130,0.946,3.555
23.2948,30.129,0.944,3.543
23.3047,30.107,0.949,3.538
23.3147,30.074,0.952,3.530
23.3248,30.046,0.949,3.523
23.3347,30.029,0.949,3.520
23.3447,30.030,0.947,3.513
23.3547,30.044,0.945,3.500
23.3647,30.068,0.946,3.487
23.3747,30.097,0.945,3.475
23.3848,30.116,0.945,3.459
23.3947,30.112,0.947,3.448
23.4047,30.087,0.948,3.435
23.4147,30.055,0.948,3.429
23.4247,30.021,0.948,3.425
23.4348,30.006,0.948,3.418
23.4447,30.022,0.949,3.412
23.4547,30.071,0.948,3.405
23.4647,30.130,0.947,3.394
23.4748,30.185,0.947,3.383
23.4847,30.229,0.950,3.373
23.4947,30.244,0.949,3.365
23.5047,30.228,0.951,3.356
23.5147,30.187,0.951,3.344
23.5247,30.141,0.955,3.333
23.5347,30.095,0.956,3.323
23.5448,30.054,0.954,3.309
23.5547,30.025,0.955,3.297
23.5647,30.016,0.955,3.291
23.5748,30.022,0.952,3.287
23.5847,30.047,0.951,3.278
23.5947,30.081,0.953,3.270
23.6047,30.115,0.953,3.261
23.6147,30.140,0.953,3.253
23.6247,30.159,0.952,3.241
23.6348,30.162,0.949,3.233
23.6447,30.162,0.949,3.226
23.6547,30.169,0.948,3.220
23.6647,30.181,0.948,3.212
23.6747,30.190,0.947,3.204
23.6848,30.197,0.948,3.193
23.6947,30.197,0.949,3.180
23.7047,30.186,0.951,3.172
23.7147,30.171,0.950,3.162
23.7248,30.148,0.951,3.153
23.7347,30.113,0.952,3.147
23.7447,30.077,0.954,3.143
23.7547,30.044,0.952,3.132
23.7647,30.015,0.953,3.122
23.7747,30.000,0.954,3.116
23.7847,30.001,0.953,3.108
23.7948,30.006,0.952,3.100
23.8047,30.013,0.951,3.092
23.8147,30.022,0.947,3.081
23.8248,30.024,0.946,3.067
23.8347,30.014,0.948,3.055
23.8447,30.002,0.946,3.041
23.8547,29.994,0.948,3.032
23.8647,29.984,0.953,3.026
23.8747,29.977,0.956,3.023
23.8848,29.985,0.955,3.018
23.8947,29.999,0.957,3.007
23.9047,30.006,0.956,2.995
23.9147,30.011,0.954,2.988
23.9247,30.013,0.952,2.979
23.9348,30.012,0.954,2.972
23.9447,30.006,0.951,2.969
23.9547,29.995,0.951,2.966
23.9647,29.984,0.950,2.957
23.9748,29.974,0.950,2.950
23.9847,29.958,0.948,2.937
23.9947,29.943,0.948,2.930
24.0047,29.931,0.948,2.928
24.0147,29.917,0.950,2.919
24.0247,29.899,0.952,2.909
24.0347,29.881,0.953,2.904
24.0448,29.868,0.953,2.896
24.0547,29.868,0.954,2.884
24.0647,29.887,0.954,2.872
24.0748,29.916,0.953,2.866
24.0847,29.955,0.956,2.861
24.0947,29.999,0.956,2.853
24.1047,30.026,0.958,2.844
24.1147,30.028,0.958,2.838
24.1247,30.020,0.959,2.827
24.1348,30.006,0.955,2.815
24.1447,29.983,0.956,2.808
24.1547,29.962,0.956,2.803
24.1647,29.951,0.959,2.798
24.1747,29.943,0.959,2.792
24.1848,29.930,0.962,2.782
24.1947,29.916,0.962,2.774
24.2047,29.910,0.962,2.763
24.2147,29.912,0.961,2.754
24.2248,29.912,0.958,2.743
24.2347,29.912,0.955,2.740
24.2447,29.913,0.953,2.732
24.2547,29.914,0.953,2.725
24.2647,29.915,0.954,2.720
24.2747,29.922,0.954,2.714
24.2847,29.942,0.956,2.702
24.2948,29.969,0.958,2.692
24.3047,29.992,0.957,2.685
24.3147,30.008,0.957,2.674
24.3248,30.019,0.957,2.670
24.3347,30.012,0.954,2.662
24.3447,29.994,0.953,2.653
24.3547,29.978,0.951,2.645
24.3647,29.964,0.950,2.639
24.3747,29.955,0.952,2.634
24.3848,29.953,0.956,2.635
24.3947,29.960,0.957,2.633
24.4047,29.980,0.959,2.627
24.4147,30.003,0.956,2.620
24.4247,30.021,0.954,2.609
24.4348,30.032,0.952,2.597
24.4447,30.024,0.952,2.588
24.4547,29.996,0.950,2.579
24.4647,29.957,0.952,2.568
24.4748,29.917,0.954,2.559
24.4847,29.890,0.953,2.552
24.4947,29.886,0.951,2.544
24.5047,29.899,0.952,2.538
24.5147,29.914,0.952,2.531
24.5247,29.926,0.954,2.522
24.5347,29.936,0.956,2.516
24.5448,29.939,0.958,2.507
24.5547,29.932,0.963,2.502
24.5647,29.926,0.966,2.495
24.5748,29.921,0.967,2.492
24.5847,29.911,0.967,2.483
24.5947,29.901,0.967,2.478
24.6047,29.898,0.965,2.473
24.6147,29.903,0.966,2.467
24.6247,29.920,0.961,2.458
24.6348,29.938,0.960,2.449
24.6447,29.948,0.961,2.442
24.6547,29.952,0.960,2.430
24.6647,29.953,0.957,2.420
24.6747,29.953,0.958,2.412
24.6848,29.956,0.958,2.407
24.6947,29.963,0.955,2.403
24.7047,29.973,0.955,2.399
24.7147,29.982,0.955,2.394
24.7248,29.986,0.955,2.392
24.7347,29.991,0.956,2.388
24.7447,30.002,0.959,2.380
24.7547,30.001,0.959,2.368
24.7647,29.990,0.960,2.363
24.7747,29.983,0.961,2.358
24.7847,29.970,0.963,2.352
24.7948,29.950,0.962,2.344
24.8047,29.941,0.962,2.341
24.8147,29.946,0.959,2.336
24.8248,29.951,0.958,2.325
24.8347,29.956,0.957,2.313
24.8447,29.965,0.956,2.310
24.8547,29.973,0.955,2.304
24.8647,29.966,0.958,2.296
24.8747,29.952,0.959,2.289
24.8848,29.935,0.960,2.283
24.8947,29.918,0.961,2.272
24.9047,29.903,0.964,2.262
24.9147,29.897,0.964,2.255
24.9247,29.906,0.964,2.247
24.9348,29.919,0.963,2.242
24.9447,29.929,0.964,2.240
24.9547,29.933,0.964,2.238
24.9647,29.928,0.965,2.235
24.9748,29.905,0.966,2.233
24.9847,29.874,0.965,2.230
24.9947,29.846,0.963,2.222
25.0047,29.831,0.961,2.214
25.0147,29.828,0.962,2.209
25.0247,29.834,0.961,2.208
25.0347,29.853,0.960,2.207
25.0448,29.876,0.961,2.210
25.0547,29.881,0.962,2.211
25.0647,29.872,0.965,2.209
25.0748,29.859,0.966,2.209
25.0847,29.841,0.968,2.207
25.0947,29.826,0.969,2.206
25.1047,29.824,0.970,2.208
25.1147,29.844,0.970,2.212
25.1247,29.874,0.970,2.210
25.1348,29.902,0.973,2.210
25.1447,29.919,0.974,2.210
25.1547,29.925,0.974,2.208
25.1647,29.916,0.974,2.212
25.1747,29.897,0.976,2.219
25.1848,29.878,0.976,2.223
25.1947,29.864,0.974,2.226
25.2047,29.859,0.974,2.229
25.2147,29.868,0.972,2.229
25.2248,29.881,0.969,2.221
25.2347,29.887,0.967,2.216
25.2447,29.891,0.969,2.219
25.2547,29.891,0.968,2.219
25.2647,29.872,0.968,2.221
25.2747,29.844,0.970,2.227
25.2847,29.831,0.970,2.229
25.2948,29.828,0.970,2.228
25.3047,29.836,0.970,2.231
25.3147,29.862,0.971,2.228
25.3248,29.900,0.971,2.228
25.3347,29.941,0.970,2.233
25.3447,29.974,0.969,2.237
25.3547,29.996,0.968,2.236
25.3647,30.006,0.966,2.237
25.3747,30.003,0.966,2.239
25.3848,29.980,0.969,2.238
25.3947,29.956,0.969,2.234
25.4047,29.950,0.971,2.238
25.4147,29.953,0.972,2.243
25.4247,29.973,0.973,2.245
25.4348,30.007,0.973,2.245
25.4447,30.028,0.975,2.246
25.4547,30.016,0.976,2.248
25.4647,29.989,0.975,2.245
25.4748,29.958,0.974,2.245
25.4847,29.926,0.971,2.246
25.4947,29.901,0.969,2.248
25.5047,29.893,0.966,2.250
25.5147,29.901,0.966,2.251
25.5247,29.918,0.965,2.252
25.5347,29.936,0.965,2.261
25.5448,29.962,0.970,2.267
25.5547,29.994,0.971,2.266
25.5647,30.011,0.974,2.269
25.5748,29.992,0.973,2.270
25.5847,29.963,0.976,2.262
25.5947,29.938,0.975,2.257
25.6048,29.919,0.973,2.260
25.6147,29.911,0.974,2.262
25.6247,29.929,0.975,2.262
25.6347,29.954,0.974,2.264
25.6447,29.963,0.973,2.269
25.6547,29.955,0.974,2.268
25.6647,29.942,0.972,2.268
25.6747,29.921,0.972,2.274
25.6847,29.898,0.971,2.278
25.6947,29.891,0.971,2.280
25.7048,29.899,0.971,2.285
25.7147,29.915,0.968,2.285
25.7248,29.935,0.965,2.283
25.7347,29.956,0.969,2.284
25.7447,29.973,0.970,2.283
25.7548,29.984,0.970,2.284
25.7647,29.986,0.972,2.285
25.7735,29.987,0.978,2.288
25.7835,0.000,0.978,2.288
