time_ms,status,altitude_m,speed_ms,accel_ms2
288884,5,2062,0,0
288904,5,2062,0,0
288924,5,2062,0,0
288944,5,2062,0,0
288964,5,2061,0,0
288984,5,2061,0,0
289004,5,2061,0,0
289024,5,2061,0,0
289044,5,2061,0,0
289064,5,2061,0,0
289084,5,2060,0,0
289104,5,2060,0,0
289124,5,2060,0,0
289144,5,2060,0,0
289164,5,2060,0,0
289184,5,2060,0,0
289204,5,2059,0,0
289224,5,2059,0,0
289244,5,2059,0,0
289264,5,2059,0,0
289284,5,2059,0,0
289304,5,2059,0,0
289324,5,2059,0,0
289344,5,2059,0,0
289364,5,2059,0,0
289384,5,2058,0,0
289404,5,2058,0,0
289424,5,2058,0,0
289444,5,2058,0,0
289464,5,2058,0,0
289484,5,2058,0,0
289504,5,2057,0,0
289524,5,2057,0,0
289544,5,2057,0,0
289564,5,2057,0,0
289584,5,2057,0,0
289604,5,2057,0,0
289624,5,2057,0,0
289644,5,2057,0,0
289664,5,2057,0,0
289684,5,2057,0,0
289704,5,2057,0,0
289724,5,2057,0,0
289744,5,2057,0,0
289764,5,2057,0,0
289784,5,2057,0,0
289804,5,2057,0,0
289824,5,2057,0,0
289844,5,2057,0,0
289864,5,2057,0,0
289884,5,2057,0,0
289904,5,2056,0,0
289924,5,2056,0,0
289944,5,2056,0,0
289964,5,2056,0,0
289984,5,2056,0,0
290004,5,2056,0,0
290024,5,2056,0,0
290044,5,2055,0,0
290064,5,2055,0,0
290084,5,2055,0,0
290104,5,2055,0,0
290124,5,2055,0,0
290144,5,2055,0,0
290164,5,2055,0,0
290184,5,2055,0,0
290204,5,2054,0,0
290224,5,2054,0,0
290244,5,2054,0,0
290264,5,2054,0,0
290284,5,2054,0,0
290304,5,2053,0,0
290324,5,2053,0,0
290344,5,2053,0,0
290364,5,2053,0,0
290384,5,2052,0,0
290404,5,2052,0,0
290424,5,2052,0,0
290444,5,2052,0,0
290464,5,2052,0,0
290484,5,2051,0,0
290504,5,2051,0,0
290524,5,2051,0,0
290544,5,2051,0,0
290564,5,2051,0,0
290584,5,2051,0,0
290604,5,2051,0,0
290624,5,2051,0,0
290644,5,2051,0,0
290664,5,2050,0,0
290684,5,2050,0,0
290704,5,2050,0,0
290724,5,2050,0,0
290744,5,2050,0,0
290764,5,2050,0,0
290784,5,2050,0,0
290804,5,2050,0,0
290824,5,2050,0,0
290844,5,2050,0,0
290864,5,2050,0,0
290884,5,2050,0,0
290904,5,2049,0,0
290924,5,2049,0,0
290944,5,2049,0,0
290964,5,2049,0,0
290984,5,2049,0,0
291004,5,2049,0,0
291024,5,2049,0,0
291044,5,2049,0,0
291064,5,2049,0,0
291084,5,2049,0,0
291104,5,2049,0,0
291124,5,2048,0,0
291144,5,2048,0,0
291164,5,2049,0,0
291184,5,2048,0,0
291204,5,2048,0,0
291224,5,2048,0,0
291244,5,2048,0,0
291264,5,2048,0,0
291284,5,2048,0,0
291304,5,2048,0,0
291324,5,2048,0,0
291344,5,2048,0,0
291364,5,2047,0,0
291384,5,2047,0,0
291404,5,2047,0,0
291424,5,2047,0,0
291444,5,2047,0,0
291464,5,2047,0,0
291484,5,2047,0,0
291504,5,2047,0,0
291524,5,2047,0,0
291544,5,2047,0,0
291564,5,2047,0,0
291584,5,2047,0,0
291604,5,2047,0,0
291624,5,2046,0,0
291644,5,2046,0,0
291664,5,2046,0,0
291684,5,2046,0,0
291704,5,2046,0,0
291724,5,2046,0,0
291744,5,2046,0,0
291764,5,2046,0,0
291784,5,2045,0,0
291804,5,2045,0,0
291824,5,2045,0,0
291844,5,2045,0,0
291864,5,2045,0,0
291884,5,2045,0,0
291904,5,2045,0,0
291924,5,2045,0,0
291944,5,2045,0,0
291964,5,2045,0,0
291984,5,2045,0,0
292004,5,2045,0,0
292024,5,2045,0,0
292044,5,2044,0,0
292064,5,2044,0,0
292084,5,2044,0,0
292104,5,2044,0,0
292124,5,2044,0,0
292144,5,2044,0,0
292164,5,2044,0,0
292184,5,2044,0,0
292204,5,2044,0,0
292224,5,2044,0,0
292244,5,2044,0,0
292264,5,2044,0,0
292284,5,2044,0,0
292304,5,2044,0,0
292324,5,2044,0,0
292344,5,2043,0,0
292364,5,2043,0,0
292384,5,2043,0,0
292404,5,2043,0,0
292424,5,2042,0,0
292444,5,2042,0,0
292464,5,2042,0,0
292484,5,2042,0,0
292504,5,2042,0,0
292524,5,2042,0,0
292544,5,2042,0,0
292564,5,2042,0,0
292584,5,2042,0,0
292604,5,2042,0,0
292624,5,2042,0,0
292644,5,2042,0,0
292664,5,2041,0,0
292684,5,2041,0,0
292704,5,2041,0,0
292724,5,2040,0,0
292744,5,2040,0,0
292764,5,2040,0,0
292784,5,2040,0,0
292804,5,2040,0,0
292824,5,2040,0,0
292844,5,2040,0,0
292864,5,2040,0,0
292884,5,2039,0,0
292904,5,2039,0,0
292924,5,2039,0,0
292944,5,2039,0,0
292964,5,2039,0,0
292984,5,2039,0,0
293004,5,2039,0,0
293024,5,2038,0,0
293044,5,2038,0,0
293064,5,2038,0,0
293084,5,2038,0,0
293104,5,2038,0,0
293124,5,2038,0,0
293144,5,2038,0,0
293164,5,2038,0,0
293184,5,2038,0,0
293204,5,2038,0,0
293224,5,2038,0,0
293244,5,2037,0,0
293264,5,2037,0,0
293284,5,2037,0,0
293304,5,2037,0,0
293324,5,2037,0,0
293344,5,2037,0,0
293364,5,2037,0,0
293384,5,2036,0,0
293404,5,2036,0,0
293424,5,2036,0,0
293444,5,2036,0,0
293464,5,2036,0,0
293484,5,2036,0,0
293504,5,2036,0,0
293524,5,2036,0,0
293544,5,2036,0,0
293564,5,2036,0,0
293584,5,2035,0,0
293604,5,2035,0,0
293624,5,2035,0,0
293644,5,2035,0,0
293664,5,2035,0,0
293684,5,2035,0,0
293704,5,2034,0,0
293724,5,2034,0,0
293744,5,2034,0,0
293764,5,2034,0,0
293784,5,2034,0,0
293804,5,2034,0,0
293824,5,2034,0,0
293844,5,2034,0,0
293864,5,2034,0,0
293884,5,2033,0,0
293904,5,2033,0,0
293924,5,2033,0,0
293944,5,2033,0,0
293964,5,2033,0,0
293984,5,2033,0,0
294004,5,2033,0,0
294024,5,2033,0,0
294044,5,2033,0,0
294064,5,2032,0,0
294084,5,2032,0,0
294104,5,2032,0,0
294124,5,2032,0,0
294144,5,2032,0,0
294164,5,2032,0,0
294184,5,2032,0,0
294204,5,2031,0,0
294224,5,2031,0,0
294244,5,2031,0,0
294264,5,2031,0,0
294284,5,2031,0,0
294304,5,2031,0,0
294324,5,2031,0,0
294344,5,2031,0,0
294364,5,2031,0,0
294384,5,2031,0,0
294404,5,2030,0,0
294424,5,2030,0,0
294444,5,2030,0,0
294464,5,2030,0,0
294484,5,2030,0,0
294504,5,2030,0,0
294524,5,2030,0,0
294544,5,2030,0,0
294564,5,2029,0,0
294584,5,2029,0,0
294604,5,2029,0,0
294624,5,2029,0,0
294644,5,2029,0,0
294664,5,2029,0,0
294684,5,2029,0,0
294704,5,2029,0,0
294724,5,2029,0,0
294744,5,2029,0,0
294764,5,2029,0,0
294784,5,2029,0,0
294804,5,2029,0,0
294824,5,2029,0,0
294844,5,2029,0,0
294864,5,2029,0,0
294884,5,2028,0,0
294904,5,2028,0,0
294924,5,2028,0,0
294944,5,2028,0,0
294964,5,2028,0,0
294984,5,2028,0,0
295004,5,2028,0,0
295024,5,2028,0,0
295044,5,2028,0,0
295064,5,2028,0,0
295084,5,2027,0,0
295104,5,2027,0,0
295124,5,2027,0,0
295144,5,2027,0,0
295164,5,2027,0,0
295184,5,2027,0,0
295204,5,2027,0,0
295224,5,2027,0,0
295244,5,2026,0,0
295264,5,2026,0,0
295284,5,2026,0,0
295304,5,2026,0,0
295324,5,2026,0,0
295344,5,2026,0,0
295364,5,2026,0,0
295384,5,2026,0,0
295404,5,2025,0,0
295424,5,2025,0,0
295444,5,2025,0,0
295464,5,2025,0,0
295484,5,2025,0,0
295504,5,2025,0,0
295524,5,2025,0,0
295544,5,2025,0,0
295564,5,2024,0,0
295584,5,2024,0,0
295604,5,2024,0,0
295624,5,2024,0,0
295644,5,2024,0,0
295664,5,2024,0,0
295684,5,2024,0,0
295704,5,2024,0,0
295724,5,2024,0,0
295744,5,2024,0,0
295764,5,2023,0,0
295784,5,2023,0,0
295804,5,2023,0,0
295824,5,2023,0,0
295844,5,2023,0,0
295864,5,2023,0,0
295884,5,2023,0,0
295904,5,2023,0,0
295924,5,2023,0,0
295944,5,2023,0,0
295964,5,2023,0,0
295984,5,2023,0,0
296004,5,2023,0,0
296024,5,2023,0,0
296044,5,2023,0,0
296064,5,2023,0,0
296084,5,2023,0,0
296104,5,2023,0,0
296124,5,2023,0,0
296144,5,2023,0,0
296164,5,2023,0,0
296184,5,2022,0,0
296204,5,2022,0,0
296224,5,2022,0,0
296244,5,2022,0,0
296264,5,2021,0,0
296284,5,2021,0,0
296304,5,2021,0,0
296324,5,2021,0,0
296344,5,2020,0,0
296364,5,2020,0,0
296384,5,2020,0,0
296404,5,2020,0,0
296424,5,2020,0,0
296444,5,2020,0,0
296464,5,2019,0,0
296484,5,2019,0,0
296504,5,2019,0,0
296524,5,2019,0,0
296544,5,2019,0,0
296564,5,2019,0,0
296584,5,2019,0,0
296604,5,2019,0,0
296624,5,2019,0,0
296644,5,2018,0,0
296664,5,2018,0,0
296684,5,2018,0,0
296704,5,2018,0,0
296724,5,2018,0,0
296744,5,2018,0,0
296764,5,2018,0,0
296784,5,2018,0,0
296804,5,2018,0,0
296824,5,2017,0,0
296844,5,2017,0,0
296864,5,2017,0,0
296884,5,2017,0,0
296904,5,2017,0,0
296924,5,2017,0,0
296944,5,2017,0,0
296964,5,2017,0,0
296984,5,2016,0,0
297004,5,2016,0,0
297024,5,2016,0,0
297044,5,2016,0,0
297064,5,2016,0,0
297084,5,2016,0,0
297104,5,2016,0,0
297124,5,2016,0,0
297144,5,2015,0,0
297164,5,2015,0,0
297184,5,2015,0,0
297204,5,2015,0,0
297224,5,2015,0,0
297244,5,2015,0,0
297264,5,2015,0,0
297284,5,2015,0,0
297304,5,2015,0,0
297324,5,2015,0,0
297344,5,2015,0,0
297364,5,2015,0,0
297384,5,2014,0,0
297404,5,2014,0,0
297424,5,2014,0,0
297444,5,2014,0,0
297464,5,2015,0,0
297484,5,2015,0,0
297504,5,2014,0,0
297524,5,2014,0,0
297544,5,2014,0,0
297564,5,2014,0,0
297584,5,2014,0,0
297604,5,2014,0,0
297624,5,2014,0,0
297644,5,2014,0,0
297664,5,2014,0,0
297684,5,2014,0,0
297704,5,2014,0,0
297724,5,2014,0,0
297744,5,2014,0,0
297764,5,2014,0,0
297784,5,2014,0,0
297804,5,2013,0,0
297824,5,2013,0,0
297844,5,2013,0,0
297864,5,2013,0,0
297884,5,2013,0,0
297904,5,2013,0,0
297924,5,2012,0,0
297944,5,2012,0,0
297964,5,2012,0,0
297984,5,2012,0,0
298004,5,2012,0,0
298024,5,2011,0,0
298044,5,2011,0,0
298064,5,2011,0,0
298084,5,2011,0,0
298104,5,2010,0,0
298124,5,2010,0,0
298144,5,2010,0,0
298164,5,2010,0,0
298184,5,2010,0,0
298204,5,2010,0,0
298224,5,2010,0,0
298244,5,2009,0,0
298264,5,2009,0,0
298284,5,2009,0,0
298304,5,2009,0,0
298324,5,2009,0,0
298344,5,2009,0,0
298364,5,2009,0,0
298384,5,2009,0,0
298404,5,2009,0,0
298424,5,2009,0,0
298444,5,2009,0,0
298464,5,2009,0,0
298484,5,2008,0,0
298504,5,2008,0,0
298524,5,2008,0,0
298544,5,2008,0,0
298564,5,2008,0,0
298584,5,2008,0,0
298604,5,2008,0,0
298624,5,2008,0,0
298644,5,2008,0,0
298664,5,2008,0,0
298684,5,2008,0,0
298704,5,2007,0,0
298724,5,2007,0,0
298744,5,2007,0,0
298764,5,2007,0,0
298784,5,2007,0,0
298804,5,2007,0,0
298824,5,2007,0,0
298844,5,2007,0,0
298864,5,2006,0,0
298884,5,2006,0,0
298904,5,2006,0,0
298924,5,2006,0,0
298944,5,2006,0,0
298964,5,2006,0,0
298984,5,2005,0,0
299004,5,2005,0,0
299024,5,2005,0,0
299044,5,2005,0,0
299064,5,2005,0,0
299084,5,2005,0,0
299104,5,2004,0,0
299124,5,2004,0,0
299144,5,2004,0,0
299164,5,2004,0,0
299184,5,2004,0,0
299204,5,2004,0,0
299224,5,2004,0,0
299244,5,2004,0,0
299264,5,2004,0,0
299284,5,2003,0,0
299304,5,2003,0,0
299324,5,2003,0,0
299344,5,2003,0,0
299364,5,2003,0,0
299384,5,2003,0,0
299404,5,2003,0,0
299424,5,2003,0,0
299444,5,2003,0,0
299464,5,2003,0,0
299484,5,2003,0,0
299504,5,2003,0,0
299524,5,2003,0,0
299544,5,2002,0,0
299564,5,2002,0,0
299584,5,2002,0,0
299604,5,2002,0,0
299624,5,2002,0,0
299644,5,2002,0,0
299664,5,2002,0,0
299684,5,2002,0,0
299704,5,2002,0,0
299724,5,2002,0,0
299744,5,2002,0,0
299764,5,2002,0,0
299784,5,2001,0,0
299804,5,2001,0,0
299824,5,2001,0,0
299844,5,2001,0,0
299864,5,2001,0,0
299884,5,2001,0,0
299904,5,2001,0,0
299924,5,2000,0,0
299944,5,2001,0,0
299964,5,2000,0,0
299984,5,2000,0,0
300004,5,2000,0,0
300024,5,2000,0,0
300044,5,2000,0,0
300064,5,2000,0,0
300084,5,2000,0,0
300104,5,2000,0,0
300124,5,2000,0,0
300144,5,2000,0,0
300164,5,2000,0,0
300184,5,1999,0,0
300204,5,1999,0,0
300224,5,1999,0,0
300244,5,1999,0,0
300264,5,1999,0,0
300284,5,1999,0,0
300304,5,1999,0,0
300324,5,1999,0,0
300344,5,1998,0,0
300364,5,1998,0,0
300384,5,1998,0,0
300404,5,1998,0,0
300424,5,1998,0,0
300444,5,1998,0,0
300464,5,1998,0,0
300484,5,1998,0,0
300504,5,1998,0,0
300524,5,1997,0,0
300544,5,1997,0,0
300564,5,1997,0,0
300584,5,1997,0,0
300604,5,1997,0,0
300624,5,1997,0,0
300644,5,1997,0,0
300664,5,1997,0,0
300684,5,1997,0,0
300704,5,1997,0,0
300724,5,1997,0,0
300744,5,1997,0,0
300764,5,1996,0,0
300784,5,1996,0,0
300804,5,1996,0,0
300824,5,1996,0,0
300844,5,1996,0,0
300864,5,1996,0,0
300884,5,1996,0,0
300904,5,1996,0,0
300924,5,1996,0,0
300944,5,1995,0,0
300964,5,1995,0,0
300984,5,1995,0,0
301004,5,1995,0,0
301024,5,1995,0,0
301044,5,1995,0,0
301064,5,1995,0,0
301084,5,1994,0,0
301104,5,1994,0,0
301124,5,1994,0,0
301144,5,1994,0,0
301164,5,1994,0,0
301184,5,1994,0,0
301204,5,1994,0,0
301224,5,1994,0,0
301244,5,1994,0,0
301264,5,1994,0,0
301284,5,1994,0,0
301304,5,1993,0,0
301324,5,1993,0,0
301344,5,1993,0,0
301364,5,1993,0,0
301384,5,1993,0,0
301404,5,1993,0,0
301424,5,1993,0,0
301444,5,1993,0,0
301464,5,1993,0,0
301484,5,1993,0,0
301504,5,1993,0,0
301524,5,1992,0,0
301544,5,1992,0,0
301564,5,1992,0,0
301584,5,1992,0,0
301604,5,1992,0,0
301624,5,1992,0,0
301644,5,1992,0,0
301664,5,1991,0,0
301684,5,1991,0,0
301704,5,1991,0,0
301724,5,1991,0,0
301744,5,1991,0,0
301764,5,1991,0,0
301784,5,1991,0,0
301804,5,1991,0,0
301824,5,1991,0,0
301844,5,1991,0,0
301864,5,1990,0,0
301884,5,1990,0,0
301904,5,1990,0,0
301924,5,1990,0,0
301944,5,1990,0,0
301964,5,1990,0,0
301984,5,1990,0,0
302004,5,1989,0,0
302024,5,1989,0,0
302044,5,1989,0,0
302064,5,1989,0,0
302084,5,1989,0,0
302104,5,1989,0,0
302124,5,1989,0,0
302144,5,1988,0,0
302164,5,1988,0,0
302184,5,1988,0,0
302204,5,1988,0,0
302224,5,1988,0,0
302244,5,1988,0,0
302264,5,1988,0,0
302284,5,1987,0,0
302304,5,1987,0,0
302324,5,1987,0,0
302344,5,1987,0,0
302364,5,1987,0,0
302384,5,1987,0,0
302404,5,1987,0,0
302424,5,1987,0,0
302444,5,1987,0,0
302464,5,1987,0,0
302484,5,1987,0,0
302504,5,1987,0,0
302524,5,1986,0,0
302544,5,1986,0,0
302564,5,1986,0,0
302584,5,1986,0,0
302604,5,1986,0,0
302624,5,1986,0,0
302644,5,1986,0,0
302664,5,1986,0,0
302684,5,1986,0,0
302704,5,1985,0,0
302724,5,1985,0,0
302744,5,1985,0,0
302764,5,1985,0,0
302784,5,1985,0,0
302804,5,1985,0,0
302824,5,1985,0,0
302844,5,1985,0,0
302864,5,1985,0,0
302884,5,1985,0,0
302904,5,1985,0,0
302924,5,1984,0,0
302944,5,1984,0,0
302964,5,1984,0,0
302984,5,1984,0,0
303004,5,1984,0,0
303024,5,1984,0,0
303044,5,1984,0,0
303064,5,1984,0,0
303084,5,1983,0,0
303104,5,1983,0,0
303124,5,1983,0,0
303144,5,1983,0,0
303164,5,1983,0,0
303184,5,1983,0,0
303204,5,1983,0,0
303224,5,1982,0,0
303244,5,1982,0,0
303264,5,1982,0,0
303284,5,1982,0,0
303304,5,1982,0,0
303324,5,1981,0,0
303344,5,1981,0,0
303364,5,1981,0,0
303384,5,1981,0,0
303404,5,1981,0,0
303424,5,1981,0,0
303444,5,1980,0,0
303464,5,1980,0,0
303484,5,1980,0,0
303504,5,1980,0,0
303524,5,1980,0,0
303544,5,1980,0,0
303564,5,1980,0,0
303584,5,1980,0,0
303604,5,1980,0,0
303624,5,1979,0,0
303644,5,1979,0,0
303664,5,1979,0,0
303684,5,1979,0,0
303704,5,1979,0,0
303724,5,1979,0,0
303744,5,1979,0,0
303764,5,1979,0,0
303784,5,1979,0,0
303804,5,1979,0,0
303824,5,1979,0,0
303844,5,1978,0,0
303864,5,1978,0,0
303884,5,1978,0,0
303904,5,1978,0,0
303924,5,1978,0,0
303944,5,1978,0,0
303964,5,1978,0,0
303984,5,1978,0,0
304004,5,1978,0,0
304024,5,1978,0,0
304044,5,1978,0,0
304064,5,1978,0,0
304084,5,1978,0,0
304104,5,1978,0,0
304124,5,1978,0,0
304144,5,1977,0,0
304164,5,1977,0,0
304184,5,1977,0,0
304204,5,1977,0,0
304224,5,1977,0,0
304244,5,1977,0,0
304264,5,1976,0,0
304284,5,1976,0,0
304304,5,1976,0,0
304324,5,1976,0,0
304344,5,1976,0,0
304364,5,1976,0,0
304384,5,1976,0,0
304404,5,1975,0,0
304424,5,1975,0,0
304444,5,1975,0,0
304464,5,1975,0,0
304484,5,1975,0,0
304504,5,1975,0,0
304524,5,1975,0,0
304544,5,1975,0,0
304564,5,1974,0,0
304584,5,1974,0,0
304604,5,1974,0,0
304624,5,1974,0,0
304644,5,1974,0,0
304664,5,1974,0,0
304684,5,1974,0,0
304704,5,1973,0,0
304724,5,1973,0,0
304744,5,1973,0,0
304764,5,1973,0,0
304784,5,1973,0,0
304804,5,1973,0,0
304824,5,1973,0,0
304844,5,1973,0,0
304864,5,1972,0,0
304884,5,1972,0,0
304904,5,1972,0,0
304924,5,1972,0,0
304944,5,1972,0,0
304964,5,1972,0,0
304984,5,1972,0,0
305004,5,1972,0,0
305024,5,1972,0,0
305044,5,1972,0,0
305064,5,1972,0,0
305084,5,1971,0,0
305104,5,1971,0,0
305124,5,1971,0,0
305144,5,1971,0,0
305164,5,1971,0,0
305184,5,1971,0,0
305204,5,1971,0,0
305224,5,1971,0,0
305244,5,1970,0,0
305264,5,1970,0,0
305284,5,1970,0,0
305304,5,1970,0,0
305324,5,1970,0,0
305344,5,1970,0,0
305364,5,1970,0,0
305384,5,1969,0,0
305404,5,1969,0,0
305424,5,1969,0,0
305444,5,1969,0,0
305464,5,1969,0,0
305484,5,1969,0,0
305504,5,1969,0,0
305524,5,1969,0,0
305544,5,1968,0,0
305564,5,1968,0,0
305584,5,1968,0,0
305604,5,1968,0,0
305624,5,1968,0,0
305644,5,1968,0,0
305664,5,1968,0,0
305684,5,1968,0,0
305704,5,1968,0,0
305724,5,1967,0,0
305744,5,1967,0,0
305764,5,1967,0,0
305784,5,1967,0,0
305804,5,1967,0,0
305824,5,1967,0,0
305844,5,1967,0,0
305864,5,1967,0,0
305884,5,1967,0,0
305904,5,1967,0,0
305924,5,1967,0,0
305944,5,1967,0,0
305964,5,1967,0,0
305984,5,1967,0,0
306004,5,1967,0,0
306024,5,1967,0,0
306044,5,1966,0,0
306064,5,1966,0,0
306084,5,1966,0,0
306104,5,1966,0,0
306124,5,1966,0,0
306144,5,1966,0,0
306164,5,1966,0,0
306184,5,1966,0,0
306204,5,1966,0,0
306224,5,1966,0,0
306244,5,1965,0,0
306264,5,1965,0,0
306284,5,1965,0,0
306304,5,1965,0,0
306324,5,1965,0,0
306344,5,1965,0,0
306364,5,1964,0,0
306384,5,1964,0,0
306404,5,1964,0,0
306424,5,1964,0,0
306444,5,1964,0,0
306464,5,1964,0,0
306484,5,1964,0,0
306504,5,1964,0,0
306524,5,1963,0,0
306544,5,1963,0,0
306564,5,1963,0,0
306584,5,1963,0,0
306604,5,1963,0,0
306624,5,1963,0,0
306644,5,1963,0,0
306664,5,1962,0,0
306684,5,1962,0,0
306704,5,1962,0,0
306724,5,1962,0,0
306744,5,1962,0,0
306764,5,1962,0,0
306784,5,1962,0,0
306804,5,1962,0,0
306824,5,1961,0,0
306844,5,1961,0,0
306864,5,1961,0,0
306884,5,1961,0,0
306904,5,1961,0,0
306924,5,1961,0,0
306944,5,1961,0,0
306964,5,1961,0,0
306984,5,1960,0,0
307004,5,1960,0,0
307024,5,1960,0,0
307044,5,1960,0,0
307064,5,1960,0,0
307084,5,1960,0,0
307104,5,1960,0,0
307124,5,1960,0,0
307144,5,1959,0,0
307164,5,1959,0,0
307184,5,1959,0,0
307204,5,1959,0,0
307224,5,1959,0,0
307244,5,1959,0,0
307264,5,1959,0,0
307284,5,1959,0,0
307304,5,1959,0,0
307324,5,1959,0,0
307344,5,1959,0,0
307364,5,1959,0,0
307384,5,1958,0,0
307404,5,1958,0,0
307424,5,1958,0,0
307444,5,1958,0,0
307464,5,1958,0,0
307484,5,1958,0,0
307504,5,1958,0,0
307524,5,1958,0,0
307544,5,1958,0,0
307564,5,1958,0,0
307584,5,1958,0,0
307604,5,1958,0,0
307624,5,1958,0,0
307644,5,1958,0,0
307664,5,1957,0,0
307684,5,1957,0,0
307704,5,1957,0,0
307724,5,1957,0,0
307744,5,1957,0,0
307764,5,1957,0,0
307784,5,1957,0,0
307804,5,1957,0,0
307824,5,1956,0,0
307844,5,1956,0,0
307864,5,1956,0,0
307884,5,1956,0,0
307904,5,1956,0,0
307924,5,1956,0,0
307944,5,1955,0,0
307964,5,1955,0,0
307984,5,1955,0,0
308004,5,1955,0,0
308024,5,1955,0,0
308044,5,1955,0,0
308064,5,1955,0,0
308084,5,1955,0,0
308104,5,1955,0,0
308124,5,1954,0,0
308144,5,1954,0,0
308164,5,1954,0,0
308184,5,1954,0,0
308204,5,1954,0,0
308224,5,1954,0,0
308244,5,1954,0,0
308264,5,1954,0,0
308284,5,1954,0,0
308304,5,1954,0,0
308324,5,1953,0,0
308344,5,1953,0,0
308364,5,1953,0,0
308384,5,1953,0,0
308404,5,1953,0,0
308424,5,1953,0,0
308444,5,1953,0,0
308464,5,1953,0,0
308484,5,1953,0,0
308504,5,1953,0,0
308524,5,1953,0,0
308544,5,1953,0,0
308564,5,1953,0,0
308584,5,1952,0,0
308604,5,1952,0,0
308624,5,1952,0,0
308644,5,1952,0,0
308664,5,1952,0,0
308684,5,1952,0,0
308704,5,1952,0,0
308724,5,1952,0,0
308744,5,1952,0,0
308764,5,1951,0,0
308784,5,1951,0,0
308804,5,1951,0,0
308824,5,1951,0,0
308844,5,1951,0,0
308864,5,1951,0,0
308884,5,1951,0,0
308904,5,1951,0,0
308924,5,1951,0,0
308944,5,1950,0,0
308964,5,1950,0,0
308984,5,1950,0,0
309004,5,1950,0,0
309024,5,1950,0,0
309044,5,1950,0,0
309064,5,1950,0,0
309084,5,1949,0,0
309104,5,1949,0,0
309124,5,1949,0,0
309144,5,1949,0,0
309164,5,1949,0,0
309184,5,1948,0,0
309204,5,1948,0,0
309224,5,1948,0,0
309244,5,1948,0,0
309264,5,1948,0,0
309284,5,1948,0,0
309304,5,1948,0,0
309324,5,1947,0,0
309344,5,1947,0,0
309364,5,1947,0,0
309384,5,1947,0,0
309404,5,1947,0,0
309424,5,1947,0,0
309444,5,1947,0,0
309464,5,1947,0,0
309484,5,1947,0,0
309504,5,1947,0,0
309524,5,1947,0,0
309544,5,1946,0,0
309564,5,1946,0,0
309584,5,1946,0,0
309604,5,1946,0,0
309624,5,1946,0,0
309644,5,1946,0,0
309664,5,1945,0,0
309684,5,1945,0,0
309704,5,1945,0,0
309724,5,1945,0,0
309744,5,1945,0,0
309764,5,1945,0,0
309784,5,1945,0,0
309804,5,1945,0,0
309824,5,1944,0,0
309844,5,1944,0,0
309864,5,1944,0,0
309884,5,1944,0,0
309904,5,1944,0,0
309924,5,1944,0,0
309944,5,1944,0,0
309964,5,1944,0,0
309984,5,1944,0,0
310004,5,1944,0,0
310024,5,1944,0,0
310044,5,1943,0,0
310064,5,1943,0,0
310084,5,1943,0,0
310104,5,1943,0,0
310124,5,1943,0,0
310144,5,1943,0,0
310164,5,1943,0,0
310184,5,1943,0,0
310204,5,1943,0,0
310224,5,1943,0,0
310244,5,1942,0,0
310264,5,1942,0,0
310284,5,1942,0,0
310304,5,1942,0,0
310324,5,1942,0,0
310344,5,1942,0,0
310364,5,1942,0,0
310384,5,1942,0,0
310404,5,1942,0,0
310424,5,1942,0,0
310444,5,1941,0,0
310464,5,1941,0,0
310484,5,1941,0,0
310504,5,1941,0,0
310524,5,1941,0,0
310544,5,1941,0,0
310564,5,1940,0,0
310584,5,1940,0,0
310604,5,1940,0,0
310624,5,1940,0,0
310644,5,1940,0,0
310664,5,1940,0,0
310684,5,1940,0,0
310704,5,1939,0,0
310724,5,1939,0,0
310744,5,1939,0,0
310764,5,1939,0,0
310784,5,1939,0,0
310804,5,1939,0,0
310824,5,1939,0,0
310844,5,1939,0,0
310864,5,1939,0,0
310884,5,1939,0,0
310904,5,1939,0,0
310924,5,1939,0,0
310944,5,1938,0,0
310964,5,1938,0,0
310984,5,1938,0,0
311004,5,1938,0,0
311024,5,1938,0,0
311044,5,1938,0,0
311064,5,1938,0,0
311084,5,1938,0,0
311104,5,1938,0,0
311124,5,1938,0,0
311144,5,1937,0,0
311164,5,1937,0,0
311184,5,1937,0,0
311204,5,1937,0,0
311224,5,1937,0,0
311244,5,1937,0,0
311264,5,1937,0,0
311284,5,1937,0,0
311304,5,1937,0,0
311324,5,1937,0,0
311344,5,1937,0,0
311364,5,1937,0,0
311384,5,1937,0,0
311404,5,1936,0,0
311424,5,1936,0,0
311444,5,1936,0,0
311464,5,1936,0,0
311484,5,1936,0,0
311504,5,1936,0,0
311524,5,1936,0,0
311544,5,1936,0,0
311564,5,1936,0,0
311584,5,1936,0,0
311604,5,1936,0,0
311624,5,1935,0,0
311644,5,1935,0,0
311664,5,1935,0,0
311684,5,1935,0,0
311704,5,1935,0,0
311724,5,1935,0,0
311744,5,1935,0,0
311764,5,1934,0,0
311784,5,1934,0,0
311804,5,1934,0,0
311824,5,1934,0,0
311844,5,1934,0,0
311864,5,1934,0,0
311884,5,1934,0,0
311904,5,1933,0,0
311924,5,1933,0,0
311944,5,1933,0,0
311964,5,1933,0,0
311984,5,1933,0,0
312004,5,1933,0,0
312024,5,1932,0,0
312044,5,1932,0,0
312064,5,1932,0,0
312084,5,1932,0,0
312104,5,1932,0,0
312124,5,1932,0,0
312144,5,1932,0,0
