time_ms,status,altitude_m,speed_ms,accel_ms2
159324,5,2787,0,0
159344,5,2787,0,0
159364,5,2787,0,0
159384,5,2787,0,0
159404,5,2787,0,0
159424,5,2787,0,0
159444,5,2786,0,0
159464,5,2786,0,0
159484,5,2786,0,0
159504,5,2786,0,0
159524,5,2786,0,0
159544,5,2786,0,0
159564,5,2786,0,0
159584,5,2786,0,0
159604,5,2786,0,0
159624,5,2786,0,0
159644,5,2786,0,0
159664,5,2785,0,0
159684,5,2785,0,0
159704,5,2785,0,0
159724,5,2785,0,0
159744,5,2785,0,0
159764,5,2785,0,0
159784,5,2784,0,0
159804,5,2784,0,0
159824,5,2784,0,0
159844,5,2784,0,0
159864,5,2784,0,0
159884,5,2784,0,0
159904,5,2783,0,0
159924,5,2783,0,0
159944,5,2783,0,0
159964,5,2783,0,0
159984,5,2783,0,0
160004,5,2783,0,0
160024,5,2783,0,0
160044,5,2783,0,0
160064,5,2783,0,0
160084,5,2783,0,0
160104,5,2782,0,0
160124,5,2782,0,0
160144,5,2782,0,0
160164,5,2782,0,0
160184,5,2782,0,0
160204,5,2782,0,0
160224,5,2782,0,0
160244,5,2782,0,0
160264,5,2782,0,0
160284,5,2782,0,0
160304,5,2782,0,0
160324,5,2781,0,0
160344,5,2781,0,0
160364,5,2781,0,0
160384,5,2781,0,0
160404,5,2781,0,0
160424,5,2781,0,0
160444,5,2781,0,0
160464,5,2780,0,0
160484,5,2780,0,0
160504,5,2780,0,0
160524,5,2780,0,0
160544,5,2780,0,0
160564,5,2780,0,0
160584,5,2780,0,0
160604,5,2780,0,0
160624,5,2780,0,0
160644,5,2780,0,0
160664,5,2780,0,0
160684,5,2780,0,0
160704,5,2780,0,0
160724,5,2779,0,0
160744,5,2779,0,0
160764,5,2779,0,0
160784,5,2779,0,0
160804,5,2779,0,0
160824,5,2779,0,0
160844,5,2779,0,0
160864,5,2779,0,0
160884,5,2779,0,0
160904,5,2779,0,0
160924,5,2779,0,0
160944,5,2778,0,0
160964,5,2778,0,0
160984,5,2778,0,0
161004,5,2778,0,0
161024,5,2778,0,0
161044,5,2778,0,0
161064,5,2777,0,0
161084,5,2777,0,0
161104,5,2777,0,0
161124,5,2777,0,0
161144,5,2777,0,0
161164,5,2777,0,0
161184,5,2777,0,0
161204,5,2776,0,0
161224,5,2776,0,0
161244,5,2776,0,0
161264,5,2776,0,0
161284,5,2776,0,0
161304,5,2776,0,0
161324,5,2776,0,0
161344,5,2775,0,0
161364,5,2775,0,0
161384,5,2775,0,0
161404,5,2775,0,0
161424,5,2775,0,0
161444,5,2775,0,0
161464,5,2775,0,0
161484,5,2774,0,0
161504,5,2774,0,0
161524,5,2774,0,0
161544,5,2774,0,0
161564,5,2774,0,0
161584,5,2774,0,0
161604,5,2774,0,0
161624,5,2774,0,0
161644,5,2773,0,0
161664,5,2773,0,0
161684,5,2773,0,0
161704,5,2773,0,0
161724,5,2773,0,0
161744,5,2773,0,0
161764,5,2773,0,0
161784,5,2773,0,0
161804,5,2773,0,0
161824,5,2773,0,0
161844,5,2773,0,0
161864,5,2773,0,0
161884,5,2773,0,0
161904,5,2773,0,0
161924,5,2773,0,0
161944,5,2773,0,0
161964,5,2773,0,0
161984,5,2773,0,0
162004,5,2773,0,0
162024,5,2773,0,0
162044,5,2773,0,0
162064,5,2773,0,0
162084,5,2773,0,0
162104,5,2773,0,0
162124,5,2772,0,0
162144,5,2772,0,0
162164,5,2772,0,0
162184,5,2772,0,0
162204,5,2772,0,0
162224,5,2772,0,0
162244,5,2771,0,0
162264,5,2771,0,0
162284,5,2771,0,0
162304,5,2771,0,0
162324,5,2770,0,0
162344,5,2770,0,0
162364,5,2770,0,0
162384,5,2770,0,0
162404,5,2770,0,0
162424,5,2769,0,0
162444,5,2769,0,0
162464,5,2769,0,0
162484,5,2769,0,0
162504,5,2769,0,0
162524,5,2768,0,0
162544,5,2768,0,0
162564,5,2768,0,0
162584,5,2768,0,0
162604,5,2768,0,0
162624,5,2768,0,0
162644,5,2768,0,0
162664,5,2768,0,0
162684,5,2768,0,0
162704,5,2767,0,0
162724,5,2767,0,0
162744,5,2767,0,0
162764,5,2767,0,0
162784,5,2767,0,0
162804,5,2767,0,0
162824,5,2767,0,0
162844,5,2767,0,0
162864,5,2767,0,0
162884,5,2767,0,0
162904,5,2767,0,0
162924,5,2766,0,0
162944,5,2766,0,0
162964,5,2766,0,0
162984,5,2766,0,0
163004,5,2766,0,0
163024,5,2766,0,0
163044,5,2766,0,0
163064,5,2766,0,0
163084,5,2766,0,0
163104,5,2766,0,0
163124,5,2766,0,0
163144,5,2765,0,0
163164,5,2765,0,0
163184,5,2765,0,0
163204,5,2765,0,0
163224,5,2765,0,0
163244,5,2765,0,0
163264,5,2765,0,0
163284,5,2765,0,0
163304,5,2765,0,0
163324,5,2765,0,0
163344,5,2765,0,0
163364,5,2765,0,0
163384,5,2765,0,0
163404,5,2765,0,0
163424,5,2765,0,0
163444,5,2765,0,0
163464,5,2765,0,0
163484,5,2765,0,0
163504,5,2765,0,0
163524,5,2765,0,0
163544,5,2765,0,0
163564,5,2765,0,0
163584,5,2765,0,0
163604,5,2764,0,0
163624,5,2764,0,0
163644,5,2764,0,0
163664,5,2763,0,0
163684,5,2763,0,0
163704,5,2763,0,0
163724,5,2762,0,0
163744,5,2762,0,0
163764,5,2762,0,0
163784,5,2762,0,0
163804,5,2762,0,0
163824,5,2761,0,0
163844,5,2761,0,0
163864,5,2761,0,0
163884,5,2761,0,0
163904,5,2761,0,0
163924,5,2761,0,0
163944,5,2761,0,0
163964,5,2761,0,0
163984,5,2761,0,0
164004,5,2761,0,0
164024,5,2760,0,0
164044,5,2760,0,0
164064,5,2760,0,0
164084,5,2760,0,0
164104,5,2760,0,0
164124,5,2760,0,0
164144,5,2760,0,0
164164,5,2759,0,0
164184,5,2759,0,0
164204,5,2759,0,0
164224,5,2759,0,0
164244,5,2759,0,0
164264,5,2759,0,0
164284,5,2759,0,0
164304,5,2759,0,0
164324,5,2759,0,0
164344,5,2759,0,0
164364,5,2759,0,0
164384,5,2758,0,0
164404,5,2758,0,0
164424,5,2758,0,0
164444,5,2758,0,0
164464,5,2758,0,0
164484,5,2758,0,0
164504,5,2758,0,0
164524,5,2758,0,0
164544,5,2758,0,0
164564,5,2758,0,0
164584,5,2758,0,0
164604,5,2757,0,0
164624,5,2757,0,0
164644,5,2757,0,0
164664,5,2757,0,0
164684,5,2757,0,0
164704,5,2757,0,0
164724,5,2757,0,0
164744,5,2757,0,0
164764,5,2757,0,0
164784,5,2757,0,0
164804,5,2756,0,0
164824,5,2756,0,0
164844,5,2756,0,0
164864,5,2756,0,0
164884,5,2756,0,0
164904,5,2756,0,0
164924,5,2756,0,0
164944,5,2755,0,0
164964,5,2755,0,0
164984,5,2755,0,0
165004,5,2755,0,0
165024,5,2755,0,0
165044,5,2755,0,0
165064,5,2755,0,0
165084,5,2755,0,0
165104,5,2755,0,0
165124,5,2755,0,0
165144,5,2755,0,0
165164,5,2754,0,0
165184,5,2754,0,0
165204,5,2754,0,0
165224,5,2754,0,0
165244,5,2754,0,0
165264,5,2754,0,0
165284,5,2754,0,0
165304,5,2754,0,0
165324,5,2753,0,0
165344,5,2753,0,0
165364,5,2753,0,0
165384,5,2753,0,0
165404,5,2753,0,0
165424,5,2753,0,0
165444,5,2753,0,0
165464,5,2753,0,0
165484,5,2752,0,0
165504,5,2752,0,0
165524,5,2752,0,0
165544,5,2752,0,0
165564,5,2752,0,0
165584,5,2752,0,0
165604,5,2752,0,0
165624,5,2752,0,0
165644,5,2752,0,0
165664,5,2752,0,0
165684,5,2752,0,0
165704,5,2752,0,0
165724,5,2752,0,0
165744,5,2752,0,0
165764,5,2752,0,0
165784,5,2751,0,0
165804,5,2751,0,0
165824,5,2751,0,0
165844,5,2751,0,0
165864,5,2751,0,0
165884,5,2751,0,0
165904,5,2750,0,0
165924,5,2750,0,0
165944,5,2750,0,0
165964,5,2750,0,0
165984,5,2750,0,0
166004,5,2750,0,0
166024,5,2750,0,0
166044,5,2749,0,0
166064,5,2749,0,0
166084,5,2749,0,0
166104,5,2749,0,0
166124,5,2749,0,0
166144,5,2749,0,0
166164,5,2749,0,0
166184,5,2749,0,0
166204,5,2748,0,0
166224,5,2748,0,0
166244,5,2748,0,0
166264,5,2748,0,0
166284,5,2748,0,0
166304,5,2748,0,0
166324,5,2748,0,0
166344,5,2748,0,0
166364,5,2747,0,0
166384,5,2747,0,0
166404,5,2747,0,0
166424,5,2747,0,0
166444,5,2747,0,0
166464,5,2747,0,0
166484,5,2746,0,0
166504,5,2746,0,0
166524,5,2746,0,0
166544,5,2746,0,0
166564,5,2746,0,0
166584,5,2746,0,0
166604,5,2746,0,0
166624,5,2745,0,0
166644,5,2745,0,0
166664,5,2745,0,0
166684,5,2745,0,0
166704,5,2745,0,0
166724,5,2745,0,0
166744,5,2745,0,0
166764,5,2745,0,0
166784,5,2745,0,0
166804,5,2745,0,0
166824,5,2744,0,0
166844,5,2744,0,0
166864,5,2744,0,0
166884,5,2744,0,0
166904,5,2744,0,0
166924,5,2744,0,0
166944,5,2744,0,0
166964,5,2744,0,0
166984,5,2744,0,0
167004,5,2744,0,0
167024,5,2743,0,0
167044,5,2743,0,0
167064,5,2743,0,0
167084,5,2743,0,0
167104,5,2743,0,0
167124,5,2743,0,0
167144,5,2743,0,0
167164,5,2743,0,0
167184,5,2743,0,0
167204,5,2742,0,0
167224,5,2742,0,0
167244,5,2742,0,0
167264,5,2742,0,0
167284,5,2742,0,0
167304,5,2742,0,0
167324,5,2742,0,0
167344,5,2742,0,0
167364,5,2742,0,0
167384,5,2741,0,0
167404,5,2741,0,0
167424,5,2741,0,0
167444,5,2741,0,0
167464,5,2741,0,0
167484,5,2740,0,0
167504,5,2740,0,0
167524,5,2740,0,0
167544,5,2740,0,0
167564,5,2740,0,0
167584,5,2740,0,0
167604,5,2740,0,0
167624,5,2740,0,0
167644,5,2740,0,0
167664,5,2740,0,0
167684,5,2740,0,0
167704,5,2739,0,0
167724,5,2740,0,0
167744,5,2740,0,0
167764,5,2739,0,0
167784,5,2739,0,0
167804,5,2739,0,0
167824,5,2739,0,0
167844,5,2739,0,0
167864,5,2739,0,0
167884,5,2739,0,0
167904,5,2739,0,0
167924,5,2739,0,0
167944,5,2739,0,0
167964,5,2739,0,0
167984,5,2739,0,0
168004,5,2739,0,0
168024,5,2739,0,0
168044,5,2739,0,0
168064,5,2739,0,0
168084,5,2738,0,0
168104,5,2738,0,0
168124,5,2738,0,0
168144,5,2738,0,0
168164,5,2738,0,0
168184,5,2738,0,0
168204,5,2738,0,0
168224,5,2738,0,0
168244,5,2738,0,0
168264,5,2738,0,0
168284,5,2737,0,0
168304,5,2737,0,0
168324,5,2737,0,0
168344,5,2737,0,0
168364,5,2737,0,0
168384,5,2737,0,0
168404,5,2737,0,0
168424,5,2737,0,0
168444,5,2737,0,0
168464,5,2737,0,0
168484,5,2736,0,0
168504,5,2736,0,0
168524,5,2736,0,0
168544,5,2736,0,0
168564,5,2736,0,0
168584,5,2736,0,0
168604,5,2736,0,0
168624,5,2736,0,0
168644,5,2736,0,0
168664,5,2736,0,0
168684,5,2736,0,0
168704,5,2736,0,0
168724,5,2736,0,0
168744,5,2736,0,0
168764,5,2736,0,0
168784,5,2735,0,0
168804,5,2735,0,0
168824,5,2735,0,0
168844,5,2735,0,0
168864,5,2735,0,0
168884,5,2734,0,0
168904,5,2734,0,0
168924,5,2734,0,0
168944,5,2734,0,0
168964,5,2733,0,0
168984,5,2733,0,0
169004,5,2733,0,0
169024,5,2733,0,0
169044,5,2733,0,0
169064,5,2732,0,0
169084,5,2732,0,0
169104,5,2732,0,0
169124,5,2732,0,0
169144,5,2732,0,0
169164,5,2732,0,0
169184,5,2731,0,0
169204,5,2731,0,0
169224,5,2731,0,0
169244,5,2731,0,0
169264,5,2731,0,0
169284,5,2731,0,0
169304,5,2731,0,0
169324,5,2731,0,0
169344,5,2731,0,0
169364,5,2731,0,0
169384,5,2731,0,0
169404,5,2731,0,0
169424,5,2731,0,0
169444,5,2731,0,0
169464,5,2730,0,0
169484,5,2730,0,0
169504,5,2730,0,0
169524,5,2730,0,0
169544,5,2730,0,0
169564,5,2730,0,0
169584,5,2730,0,0
169604,5,2730,0,0
169624,5,2729,0,0
169644,5,2729,0,0
169664,5,2729,0,0
169684,5,2729,0,0
169704,5,2729,0,0
169724,5,2729,0,0
169744,5,2729,0,0
169764,5,2729,0,0
169784,5,2728,0,0
169804,5,2728,0,0
169824,5,2728,0,0
169844,5,2728,0,0
169864,5,2728,0,0
169884,5,2728,0,0
169904,5,2728,0,0
169924,5,2728,0,0
169944,5,2728,0,0
169964,5,2728,0,0
169984,5,2727,0,0
170004,5,2727,0,0
170024,5,2727,0,0
170044,5,2727,0,0
170064,5,2727,0,0
170084,5,2727,0,0
170104,5,2726,0,0
170124,5,2726,0,0
170144,5,2726,0,0
170164,5,2726,0,0
170184,5,2726,0,0
170204,5,2726,0,0
170224,5,2726,0,0
170244,5,2725,0,0
170264,5,2725,0,0
170284,5,2725,0,0
170304,5,2725,0,0
170324,5,2725,0,0
170344,5,2725,0,0
170364,5,2725,0,0
170384,5,2725,0,0
170404,5,2725,0,0
170424,5,2724,0,0
170444,5,2724,0,0
170464,5,2724,0,0
170484,5,2724,0,0
170504,5,2724,0,0
170524,5,2724,0,0
170544,5,2724,0,0
170564,5,2724,0,0
170584,5,2724,0,0
170604,5,2723,0,0
170624,5,2723,0,0
170644,5,2723,0,0
170664,5,2723,0,0
170684,5,2723,0,0
170704,5,2723,0,0
170724,5,2723,0,0
170744,5,2723,0,0
170764,5,2723,0,0
170784,5,2723,0,0
170804,5,2723,0,0
170824,5,2722,0,0
170844,5,2722,0,0
170864,5,2722,0,0
170884,5,2722,0,0
170904,5,2722,0,0
170924,5,2722,0,0
170944,5,2722,0,0
170964,5,2722,0,0
170984,5,2722,0,0
171004,5,2722,0,0
171024,5,2722,0,0
171044,5,2722,0,0
171064,5,2721,0,0
171084,5,2721,0,0
171104,5,2721,0,0
171124,5,2721,0,0
171144,5,2721,0,0
171164,5,2721,0,0
171184,5,2721,0,0
171204,5,2721,0,0
171224,5,2721,0,0
171244,5,2720,0,0
171264,5,2720,0,0
171284,5,2720,0,0
171304,5,2720,0,0
171324,5,2720,0,0
171344,5,2719,0,0
171364,5,2719,0,0
171384,5,2719,0,0
171404,5,2719,0,0
171424,5,2719,0,0
171444,5,2719,0,0
171464,5,2719,0,0
171484,5,2718,0,0
171504,5,2718,0,0
171524,5,2718,0,0
171544,5,2718,0,0
171564,5,2718,0,0
171584,5,2718,0,0
171604,5,2718,0,0
171624,5,2718,0,0
171644,5,2718,0,0
171664,5,2718,0,0
171684,5,2717,0,0
171704,5,2717,0,0
171724,5,2717,0,0
171744,5,2717,0,0
171764,5,2717,0,0
171784,5,2717,0,0
171804,5,2717,0,0
171824,5,2717,0,0
171844,5,2717,0,0
171864,5,2716,0,0
171884,5,2716,0,0
171904,5,2716,0,0
171924,5,2716,0,0
171944,5,2716,0,0
171964,5,2716,0,0
171984,5,2716,0,0
172004,5,2716,0,0
172024,5,2716,0,0
172044,5,2716,0,0
172064,5,2716,0,0
172084,5,2716,0,0
172104,5,2716,0,0
172124,5,2716,0,0
172144,5,2716,0,0
172164,5,2716,0,0
172184,5,2716,0,0
172204,5,2716,0,0
172224,5,2716,0,0
172244,5,2716,0,0
172264,5,2716,0,0
172284,5,2715,0,0
172304,5,2715,0,0
172324,5,2715,0,0
172344,5,2715,0,0
172364,5,2714,0,0
172384,5,2714,0,0
172404,5,2714,0,0
172424,5,2714,0,0
172444,5,2714,0,0
172464,5,2713,0,0
172484,5,2713,0,0
172504,5,2713,0,0
172524,5,2713,0,0
172544,5,2712,0,0
172564,5,2712,0,0
172584,5,2712,0,0
172604,5,2712,0,0
172624,5,2712,0,0
172644,5,2712,0,0
172664,5,2711,0,0
172684,5,2711,0,0
172704,5,2711,0,0
172724,5,2711,0,0
172744,5,2711,0,0
172764,5,2711,0,0
172784,5,2711,0,0
172804,5,2711,0,0
172824,5,2710,0,0
172844,5,2710,0,0
172864,5,2710,0,0
172884,5,2710,0,0
172904,5,2710,0,0
172924,5,2710,0,0
172944,5,2710,0,0
172964,5,2710,0,0
172984,5,2710,0,0
173004,5,2709,0,0
173024,5,2709,0,0
173044,5,2709,0,0
173064,5,2709,0,0
173084,5,2709,0,0
173104,5,2709,0,0
173124,5,2709,0,0
173144,5,2709,0,0
173164,5,2709,0,0
173184,5,2709,0,0
173204,5,2709,0,0
173224,5,2709,0,0
173244,5,2709,0,0
173264,5,2709,0,0
173284,5,2709,0,0
173304,5,2708,0,0
173324,5,2708,0,0
173344,5,2708,0,0
173364,5,2708,0,0
173384,5,2708,0,0
173404,5,2708,0,0
173424,5,2708,0,0
173444,5,2707,0,0
173464,5,2707,0,0
173484,5,2707,0,0
173504,5,2707,0,0
173524,5,2707,0,0
173544,5,2707,0,0
173564,5,2706,0,0
173584,5,2706,0,0
173604,5,2706,0,0
173624,5,2706,0,0
173644,5,2706,0,0
173664,5,2706,0,0
173684,5,2706,0,0
173704,5,2706,0,0
173724,5,2705,0,0
173744,5,2705,0,0
173764,5,2705,0,0
173784,5,2705,0,0
173804,5,2705,0,0
173824,5,2705,0,0
173844,5,2705,0,0
173864,5,2704,0,0
173884,5,2704,0,0
173904,5,2704,0,0
173924,5,2704,0,0
173944,5,2704,0,0
173964,5,2704,0,0
173984,5,2704,0,0
174004,5,2704,0,0
174024,5,2704,0,0
174044,5,2704,0,0
174064,5,2704,0,0
174084,5,2704,0,0
174104,5,2703,0,0
174124,5,2703,0,0
174144,5,2703,0,0
174164,5,2703,0,0
174184,5,2703,0,0
174204,5,2703,0,0
174224,5,2703,0,0
174244,5,2703,0,0
174264,5,2703,0,0
174284,5,2703,0,0
174304,5,2702,0,0
174324,5,2702,0,0
174344,5,2702,0,0
174364,5,2702,0,0
174384,5,2702,0,0
174404,5,2702,0,0
174424,5,2702,0,0
174444,5,2702,0,0
174464,5,2702,0,0
174484,5,2702,0,0
174504,5,2702,0,0
174524,5,2702,0,0
174544,5,2702,0,0
174564,5,2702,0,0
174584,5,2701,0,0
174604,5,2701,0,0
174624,5,2701,0,0
174644,5,2701,0,0
174664,5,2701,0,0
174684,5,2701,0,0
174704,5,2701,0,0
174724,5,2701,0,0
174744,5,2701,0,0
174764,5,2701,0,0
174784,5,2701,0,0
174804,5,2700,0,0
174824,5,2700,0,0
174844,5,2700,0,0
174864,5,2700,0,0
174884,5,2700,0,0
174904,5,2700,0,0
174924,5,2700,0,0
174944,5,2699,0,0
174964,5,2699,0,0
174984,5,2699,0,0
175004,5,2699,0,0
175024,5,2699,0,0
175044,5,2699,0,0
175064,5,2698,0,0
175084,5,2698,0,0
175104,5,2698,0,0
175124,5,2698,0,0
175144,5,2698,0,0
175164,5,2698,0,0
175184,5,2698,0,0
175204,5,2697,0,0
175224,5,2697,0,0
175244,5,2697,0,0
175264,5,2697,0,0
175284,5,2697,0,0
175304,5,2697,0,0
175324,5,2697,0,0
175344,5,2696,0,0
175364,5,2696,0,0
175384,5,2696,0,0
175404,5,2696,0,0
175424,5,2696,0,0
175444,5,2696,0,0
175464,5,2696,0,0
175484,5,2695,0,0
175504,5,2695,0,0
175524,5,2695,0,0
175544,5,2695,0,0
175564,5,2695,0,0
175584,5,2695,0,0
175604,5,2695,0,0
175624,5,2695,0,0
175644,5,2695,0,0
175664,5,2695,0,0
175684,5,2694,0,0
175704,5,2694,0,0
175724,5,2694,0,0
175744,5,2694,0,0
175764,5,2694,0,0
175784,5,2694,0,0
175804,5,2694,0,0
175824,5,2693,0,0
175844,5,2693,0,0
175864,5,2693,0,0
175884,5,2693,0,0
175904,5,2693,0,0
175924,5,2693,0,0
175944,5,2693,0,0
175964,5,2693,0,0
175984,5,2693,0,0
176004,5,2692,0,0
176024,5,2692,0,0
176044,5,2692,0,0
176064,5,2692,0,0
176084,5,2692,0,0
176104,5,2692,0,0
176124,5,2692,0,0
176144,5,2692,0,0
176164,5,2691,0,0
176184,5,2692,0,0
176204,5,2691,0,0
176224,5,2691,0,0
176244,5,2691,0,0
176264,5,2691,0,0
176284,5,2691,0,0
176304,5,2691,0,0
176324,5,2691,0,0
176344,5,2691,0,0
176364,5,2691,0,0
176384,5,2691,0,0
176404,5,2691,0,0
176424,5,2691,0,0
176444,5,2691,0,0
176464,5,2691,0,0
176484,5,2691,0,0
176504,5,2690,0,0
176524,5,2690,0,0
176544,5,2690,0,0
176564,5,2690,0,0
176584,5,2690,0,0
176604,5,2690,0,0
176624,5,2689,0,0
176644,5,2689,0,0
176664,5,2689,0,0
176684,5,2689,0,0
176704,5,2689,0,0
176724,5,2689,0,0
176744,5,2689,0,0
176764,5,2688,0,0
176784,5,2688,0,0
176804,5,2688,0,0
176824,5,2688,0,0
176844,5,2688,0,0
176864,5,2688,0,0
176884,5,2688,0,0
176904,5,2688,0,0
176924,5,2688,0,0
176944,5,2688,0,0
176964,5,2688,0,0
176984,5,2688,0,0
177004,5,2688,0,0
177024,5,2688,0,0
177044,5,2687,0,0
177064,5,2687,0,0
177084,5,2687,0,0
177104,5,2687,0,0
177124,5,2687,0,0
177144,5,2687,0,0
177164,5,2687,0,0
177184,5,2687,0,0
177204,5,2687,0,0
177224,5,2687,0,0
177244,5,2687,0,0
177264,5,2687,0,0
177284,5,2687,0,0
177304,5,2687,0,0
177324,5,2686,0,0
177344,5,2686,0,0
177364,5,2686,0,0
177384,5,2686,0,0
177404,5,2686,0,0
177424,5,2686,0,0
177444,5,2686,0,0
177464,5,2686,0,0
177484,5,2686,0,0
177504,5,2686,0,0
177524,5,2686,0,0
177544,5,2685,0,0
177564,5,2685,0,0
177584,5,2685,0,0
177604,5,2685,0,0
177624,5,2685,0,0
177644,5,2684,0,0
177664,5,2684,0,0
177684,5,2684,0,0
177704,5,2684,0,0
177724,5,2684,0,0
177744,5,2684,0,0
177764,5,2683,0,0
177784,5,2683,0,0
177804,5,2683,0,0
177824,5,2683,0,0
177844,5,2683,0,0
177864,5,2682,0,0
177884,5,2682,0,0
177904,5,2682,0,0
177924,5,2682,0,0
177944,5,2682,0,0
177964,5,2681,0,0
177984,5,2681,0,0
178004,5,2681,0,0
178024,5,2681,0,0
178044,5,2681,0,0
178064,5,2680,0,0
178084,5,2680,0,0
178104,5,2680,0,0
178124,5,2680,0,0
178144,5,2680,0,0
178164,5,2680,0,0
178184,5,2680,0,0
178204,5,2680,0,0
178224,5,2680,0,0
178244,5,2679,0,0
178264,5,2679,0,0
178284,5,2679,0,0
178304,5,2679,0,0
178324,5,2679,0,0
178344,5,2679,0,0
178364,5,2679,0,0
178384,5,2679,0,0
178404,5,2679,0,0
178424,5,2679,0,0
178444,5,2678,0,0
178464,5,2678,0,0
178484,5,2678,0,0
178504,5,2678,0,0
178524,5,2678,0,0
178544,5,2678,0,0
178564,5,2677,0,0
178584,5,2677,0,0
178604,5,2677,0,0
178624,5,2677,0,0
178644,5,2677,0,0
178664,5,2677,0,0
178684,5,2677,0,0
178704,5,2677,0,0
178724,5,2677,0,0
178744,5,2676,0,0
178764,5,2676,0,0
178784,5,2676,0,0
178804,5,2676,0,0
178824,5,2676,0,0
178844,5,2676,0,0
178864,5,2676,0,0
178884,5,2675,0,0
178904,5,2675,0,0
178924,5,2675,0,0
178944,5,2675,0,0
178964,5,2675,0,0
178984,5,2675,0,0
179004,5,2675,0,0
179024,5,2675,0,0
179044,5,2674,0,0
179064,5,2674,0,0
179084,5,2674,0,0
179104,5,2674,0,0
179124,5,2674,0,0
179144,5,2674,0,0
179164,5,2674,0,0
179184,5,2674,0,0
179204,5,2674,0,0
179224,5,2674,0,0
179244,5,2673,0,0
179264,5,2673,0,0
179284,5,2673,0,0
179304,5,2673,0,0
179324,5,2673,0,0
179344,5,2673,0,0
179364,5,2673,0,0
179384,5,2673,0,0
179404,5,2673,0,0
179424,5,2673,0,0
179444,5,2673,0,0
179464,5,2673,0,0
179484,5,2673,0,0
179504,5,2672,0,0
179524,5,2672,0,0
179544,5,2672,0,0
179564,5,2672,0,0
179584,5,2672,0,0
179604,5,2672,0,0
179624,5,2671,0,0
179644,5,2671,0,0
179664,5,2671,0,0
179684,5,2671,0,0
179704,5,2671,0,0
179724,5,2671,0,0
179744,5,2671,0,0
179764,5,2671,0,0
179784,5,2671,0,0
179804,5,2671,0,0
179824,5,2671,0,0
179844,5,2670,0,0
179864,5,2670,0,0
179884,5,2670,0,0
179904,5,2670,0,0
179924,5,2670,0,0
179944,5,2670,0,0
179964,5,2670,0,0
179984,5,2670,0,0
180004,5,2670,0,0
180024,5,2670,0,0
180044,5,2670,0,0
180064,5,2670,0,0
180084,5,2670,0,0
180104,5,2670,0,0
180124,5,2670,0,0
180144,5,2669,0,0
180164,5,2669,0,0
180184,5,2669,0,0
180204,5,2669,0,0
180224,5,2669,0,0
180244,5,2669,0,0
180264,5,2669,0,0
180284,5,2668,0,0
180304,5,2668,0,0
180324,5,2668,0,0
180344,5,2668,0,0
180364,5,2668,0,0
180384,5,2668,0,0
180404,5,2668,0,0
180424,5,2668,0,0
180444,5,2668,0,0
180464,5,2668,0,0
180484,5,2668,0,0
180504,5,2667,0,0
180524,5,2667,0,0
180544,5,2667,0,0
180564,5,2667,0,0
180584,5,2667,0,0
180604,5,2667,0,0
180624,5,2667,0,0
180644,5,2667,0,0
180664,5,2667,0,0
180684,5,2667,0,0
180704,5,2666,0,0
180724,5,2666,0,0
180744,5,2666,0,0
180764,5,2666,0,0
180784,5,2666,0,0
180804,5,2666,0,0
180824,5,2666,0,0
180844,5,2666,0,0
180864,5,2666,0,0
180884,5,2666,0,0
180904,5,2665,0,0
180924,5,2665,0,0
180944,5,2665,0,0
180964,5,2665,0,0
180984,5,2665,0,0
181004,5,2665,0,0
181024,5,2665,0,0
181044,5,2665,0,0
181064,5,2665,0,0
181084,5,2665,0,0
181104,5,2665,0,0
181124,5,2665,0,0
181144,5,2664,0,0
181164,5,2664,0,0
181184,5,2664,0,0
181204,5,2664,0,0
181224,5,2664,0,0
181244,5,2663,0,0
181264,5,2663,0,0
181284,5,2663,0,0
181304,5,2663,0,0
181324,5,2663,0,0
181344,5,2662,0,0
181364,5,2662,0,0
181384,5,2662,0,0
181404,5,2662,0,0
181424,5,2662,0,0
181444,5,2661,0,0
181464,5,2661,0,0
181484,5,2661,0,0
181504,5,2661,0,0
181524,5,2661,0,0
181544,5,2661,0,0
181564,5,2661,0,0
181584,5,2661,0,0
181604,5,2661,0,0
181624,5,2661,0,0
181644,5,2660,0,0
181664,5,2660,0,0
181684,5,2660,0,0
181704,5,2660,0,0
181724,5,2660,0,0
181744,5,2660,0,0
181764,5,2660,0,0
181784,5,2659,0,0
181804,5,2659,0,0
181824,5,2659,0,0
181844,5,2659,0,0
181864,5,2659,0,0
181884,5,2659,0,0
181904,5,2658,0,0
181924,5,2658,0,0
181944,5,2658,0,0
181964,5,2658,0,0
181984,5,2658,0,0
182004,5,2658,0,0
182024,5,2658,0,0
182044,5,2658,0,0
182064,5,2658,0,0
182084,5,2658,0,0
182104,5,2657,0,0
182124,5,2657,0,0
182144,5,2657,0,0
182164,5,2657,0,0
182184,5,2657,0,0
182204,5,2657,0,0
182224,5,2657,0,0
182244,5,2657,0,0
182264,5,2657,0,0
182284,5,2657,0,0
182304,5,2657,0,0
182324,5,2657,0,0
182344,5,2657,0,0
182364,5,2657,0,0
182384,5,2656,0,0
182404,5,2656,0,0
182424,5,2656,0,0
182444,5,2656,0,0
182464,5,2656,0,0
182484,5,2656,0,0
182504,5,2656,0,0
182524,5,2656,0,0
182544,5,2656,0,0
182564,5,2656,0,0
182584,5,2656,0,0
